PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Path_Start,Longest_Path_End,Longest_Path_Links
Developmental Biology,Formation of the cornified envelope,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810843"",""Envoplakin binds periplakin"")",Yes,18,1,EPHA-mediated growth cone collapse,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928616"",""Activated ROCK phosphorylates MRLCs"")",Yes,"[3, 5, 7, 11, 20, 23, 25, 29, 45]",9,,,
Developmental Biology,Formation of the cornified envelope,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810899"",""TGM1 and involucrin bind the plasma membrane"")",Yes,58,1,ROBO receptors bind AKAP5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010645"",""AKAP5 recruits PPP3CB (PP2BB) to ROBO2"")",Yes,"[12, 17, 32, 33, 36, 48]",6,,,
Developmental Biology,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-977392"",""Expression of CEBPD"")",Yes,59,17,Netrin-1 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374667"",""DCC interaction with SIAH2"")",Yes,[2],1,,,
Developmental Biology,,,,,-,Signal transduction by L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392752"",""Phosphorylation of L1 by CK-II"")",No,-,-,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9619668"",""L-PRX:DRP:DGC:laminin-211 interacts with UTRN"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,Signal transduction by L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374686"",""L1 interaction with Integrins"")",No,-,-,,,
Developmental Biology,,,,,-,Transcriptional regulation of granulopoiesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624668"",""CEBPA binds CDKN1A (p21)"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,Signal transduction by L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374669"",""L1 binds NRP1"")",No,-,-,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010815"",""SLITs bind keratan sulfate"")",Yes,[11],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452958"",""Expression of SALL1"")",Yes,[45],1,,,
Developmental Biology,,,,,-,Regulation of gene expression in early pancreatic precursor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210773"",""PDX1-dependent synthesis of NR5A2 protein"")",Yes,[47],1,,,
Developmental Biology,,,,,-,ROBO receptors bind AKAP5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010681"",""PKC phosphorylates ROBO3.1"")",Yes,[28],1,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614787"",""MPZ gene expression"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,Regulation of commissural axon pathfinding by SLIT and ROBO,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010190"",""ROBO3 binds NELL2"")",Yes,"[1, 28]",2,,,
Developmental Biology,,,,,-,RHO GTPases Activate ROCKs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419197"",""Myosin regulatory light chain phosphorylation by ROCK"")",Yes,"[15, 42]",2,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010951"",""ROBO1 binds NRP1"")",Yes,"[3, 25]",2,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374673"",""L1 binds RanBPM"")",No,-,-,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-560517"",""Expression of CD36 (platelet glycoprotein IV, FAT)"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210913"",""NEUROG3-dependent synthesis of INSM1"")",Yes,[52],1,,,
Developmental Biology,,,,,-,Regulation of signaling by NODAL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1181354"",""CERBERUS binds NODAL"")",Yes,[22],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1183032"",""Expression of GLUT4"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621410"",""HMGCR gene expression"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,Transcriptional regulation of granulopoiesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9634433"",""CEBPE gene expression is enhanced by CEBPA, SPI1 (PU.1), and retinoic acid"")",Yes,"[8, 57, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",12,,,
Developmental Biology,,,,,-,Ephrin signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928640"",""PAKs phosphorylate MLC"")",Yes,"[3, 5, 7, 11, 23, 25, 45]",7,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443780"",""Cis-heterodimerization of L1 and DM-GRASP/ALCAM/BEN"")",No,-,-,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374683"",""Interaction of L1 with Neurocan"")",No,-,-,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617855"",""HOXC4 mRNA is translated"")",Yes,[35],1,,,
Developmental Biology,,,,,-,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210837"",""HNF6-dependent synthesis of ONECUT3 protein during morphogenesis"")",No,-,-,,,
Developmental Biology,,,,,-,EPHB-mediated forward signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093339"",""p120-RasGAP activates GTP hydrolysis on RAS, inactivating it"")",Yes,"[5, 45]",2,,,
Developmental Biology,,,,,-,Netrin-1 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374665"",""DCC interaction with SIAH1"")",Yes,[2],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1183058"",""Expression of Adiponectin"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,Signal transduction by L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374681"",""L1 and NCAM1 engaged in cis-interaction"")",No,-,-,,,
Developmental Biology,,,,,-,Sema4D mediated inhibition of cell attachment and migration,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-416546"",""Inactivation of R-Ras by Sema4D-Plexin-B1 GAP activity"")",Yes,"[3, 5, 7, 11, 20, 23, 25, 45]",8,,,
Developmental Biology,,,,,-,DSCAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451366"",""Activation of p38MAPK by DSCAM"")",Yes,[4],1,,,
Developmental Biology,,,,,-,Signaling by NODAL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1535903"",""Phospho R-SMAD(SMAD2/3):CO-SMAD(SMAD4):FOXO3 binds FoxO3a-binding elements"")",Yes,"[22, 45]",2,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-437234"",""Heat-Stable Antigen binds L1"")",No,-,-,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854908"",""PKA phosphorylates RET:GDNF:GFRA dimer"")",Yes,"[30, 49, 50]",3,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9693009"",""Expression of AMH in testis differentiation"")",Yes,[44],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480515"",""Expression of FGF2"")",Yes,[45],1,,,
Developmental Biology,,,,,-,CHL1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-447034"",""CHL1 interacts with Ankyrin-G"")",No,-,-,,,
Developmental Biology,,,,,-,Role of ABL in ROBO-SLIT signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428883"",""Recruitment of CAP to ABL"")",Yes,"[3, 11, 25]",3,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972952"",""POU5F1 (OCT4), NANOG bind the GATA6 promoter"")",Yes,[45],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of granulopoiesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9634446"",""GFI1 gene expression is enhanced by CEBPA"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,NCAM signaling for neurite out-growth,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419033"",""NCAM1 binds FGFR-1"")",Yes,"[13, 19]",2,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614773"",""MBP gene expression"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010231"",""ROBO1 binds FLRT3"")",Yes,"[12, 17, 25, 32, 33, 36, 48]",7,,,
Developmental Biology,,,,,-,Regulation of actin dynamics for phagocytic cup formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399950"",""Phosphorylation of cofilin by LIMK-1"")",Yes,"[3, 5, 7, 11, 15, 20, 23, 25, 29, 42, 45]",11,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855508"",""p-5Y-GAB in RET-GRB2-GAB complexes binds PTPN11"")",Yes,"[30, 49, 50]",3,,,
Developmental Biology,,,,,-,Regulation of signaling by NODAL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1181352"",""LEFTY binds NODAL"")",Yes,[22],1,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617643"",""HOXA3 mRNA is translated"")",Yes,"[12, 27, 33, 36, 48]",5,,,
Developmental Biology,,,,,-,EPHB-mediated forward signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928620"",""PAK1 autophosphorylates"")",Yes,"[5, 45]",2,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-560472"",""Expression of Phosphoenolpyruvate carboxykinase 1 (PEPCK-C)"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853753"",""2x p-5Y-RET:GDNF:GFRA complexes bind GRB7,10"")",Yes,"[30, 49, 50]",3,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855564"",""2x p-5Y-RET:GDNF:GFRA complexes bind FRS2"")",Yes,"[30, 49, 50]",3,,,
Developmental Biology,,,,,-,EPHB-mediated forward signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093342"",""SDC2 multimerises"")",Yes,"[5, 45]",2,,,
Developmental Biology,,,,,-,Formation of the cornified envelope,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850818"",""SPINK9 binds KLK5"")",Yes,[55],1,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617881"",""HOXB4 mRNA is translated"")",Yes,[8],1,,,
Developmental Biology,,,,,-,NrCAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-447030"",""NrCAM binds Ankyrin-G"")",No,-,-,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615626"",""PMP22 gene expression"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972949"",""POU5F1 (OCT4), SOX2, NANOG bind the EOMES promoter"")",Yes,[45],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972979"",""POU5F1 (OCT4), NANOG bind the CDX2 promoter"")",Yes,[45],1,,,
Developmental Biology,,,,,-,Regulation of commissural axon pathfinding by SLIT and ROBO,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9011241"",""SRC phosphorylates ROBO3.1 in response to NTN1"")",Yes,"[2, 28]",2,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9618725"",""SOX10, EGR2 and NAB proteins bind the GJB1 promoter"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853755"",""2x p-5Y-RET:GDNF:GFRA complexes bind PLCgamma1"")",Yes,"[30, 49, 50]",3,,,
Developmental Biology,,,,,-,EPHB-mediated forward signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928595"",""N-WASP binds ARP2/3 and G-actin"")",Yes,"[3, 5, 11, 25, 45]",5,,,
Developmental Biology,,,,,-,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399935"",""Inactivation of R-Ras by Sema3A-Plexin-A GAP activity"")",Yes,"[3, 5, 7, 11, 23, 25, 45]",7,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-560473"",""Expression of ANGPTL4"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617652"",""HOXD3 mRNA is translated"")",Yes,[40],1,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621404"",""CYP51A1 gene expression"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972948"",""POU5F1 (OCT4), SOX2, NANOG bind the GSC promoter"")",Yes,[45],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of granulopoiesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9634429"",""CSF3R gene expression is enhanced by SPI1 (PU.1), CEBPA, and DEK"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855915"",""2x p-5Y-RET:GDNF:GFRA complexes bind RET interactors"")",Yes,"[30, 49, 50]",3,,,
Developmental Biology,,,,,-,Transcriptional regulation of granulopoiesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624112"",""CEBPA binds CDK4"")",Yes,"[8, 10, 12, 21, 24, 33, 36, 38, 39, 43, 59]",11,,,
Developmental Biology,,,,,-,Regulation of gene expression in beta cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211346"",""NEUROD1- and PDX1-dependent synthesis of glucokinase (GCK) protein"")",Yes,"[47, 52]",2,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9692236"",""DMRT1 binds the FOXL2 gene"")",Yes,[44],1,,,
Developmental Biology,,,,,-,Netrin-1 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374663"",""DCC interaction with Ezrin"")",Yes,[53],1,,,
Developmental Biology,,,,,-,Regulation of commissural axon pathfinding by SLIT and ROBO,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428510"",""ROBO3.1 antagonizes ROBO1/ROBO2 to allow floor plate crossing"")",Yes,"[12, 17, 25, 28, 32, 33, 36, 48]",8,,,
Developmental Biology,,,,,-,DSCAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451347"",""Activation of JNK by DSCAM"")",Yes,[4],1,,,
Developmental Biology,,,,,-,Regulation of gene expression in early pancreatic precursor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210780"",""PDX1-dependent synthesis of NKX6-1 protein"")",Yes,[47],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452750"",""Expression of FOXD3"")",Yes,[45],1,,,
Developmental Biology,,,,,-,EPH-ephrin mediated repulsion of cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928656"",""gamma-secretase cleaves EPHB2"")",No,-,-,,,
Developmental Biology,,,,,-,EPH-ephrin mediated repulsion of cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928654"",""Clathrin internalises EPH:EFN complexes"")",No,-,-,,,
Developmental Biology,,,,,-,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210886"",""NEUROG3-dependent synthesis of PAX4 protein"")",Yes,[52],1,,,
Developmental Biology,,,,,-,Regulation of commissural axon pathfinding by SLIT and ROBO,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373715"",""DCC interaction with ROBO1"")",Yes,"[11, 12, 17, 25, 32, 33, 36, 48]",8,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9692129"",""Expression of PTGDS in testis differentiation"")",Yes,[44],1,,,
Developmental Biology,,,,,-,Recycling pathway of L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445079"",""Phosphorylation of L1 by ERK"")",No,-,-,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9692146"",""Expression of DHH in testis differentiation"")",Yes,[44],1,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428518"",""Glypican-1 (GPC1) binds SLIT2"")",Yes,[11],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9692297"",""DMRT1 binds the WNT4 gene"")",Yes,[44],1,,,
Developmental Biology,,,,,-,NCAM signaling for neurite out-growth,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392054"",""NCAM1:pFAK:Grb2:Sos-mediated nucleotide exchange of Ras"")",Yes,[19],1,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617864"",""HOXD4 mRNA is translated"")",Yes,[10],1,,,
Developmental Biology,,,,,-,Regulation of expression of SLITs and ROBOs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010872"",""SLIT2 binds Dystroglycan"")",Yes,[11],1,,,
Developmental Biology,,,,,-,ROBO receptors bind AKAP5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010643"",""AKAP5 recruits PKC to ROBO2"")",Yes,"[12, 17, 32, 33, 36, 48]",6,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8986258"",""SLIT2:ROBO1 binds CXCR4"")",Yes,"[3, 11, 25]",3,,,
Developmental Biology,,,,,-,CRMPs in Sema3A signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399951"",""Phosphorylation of CRMPs by GSK3beta"")",Yes,[54],1,,,
Developmental Biology,,,,,-,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399936"",""Inhibition of integrin activation by sequestering PIP5KIgamma"")",No,-,-,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621399"",""SCD5 gene expression"")",Yes,"[12, 33]",2,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443817"",""Phosphorylation of L1 by EPHB2"")",No,-,-,,,
Developmental Biology,,,,,-,DCC mediated attractive signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418865"",""Recruitment of ABLIM to the plasma membrane"")",Yes,[2],1,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617485"",""HOXB2 mRNA is translated"")",Yes,"[6, 12, 33, 36, 48]",5,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617446"",""HOXD1 mRNA is translated"")",Yes,[34],1,,,
