PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Path_Start,Longest_Path_End,Longest_Path_Links
Disease,Defective CFTR causes cystic fibrosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5679000"",""Ivacaftor binds CFTR G551D"")",Yes,54,1,Signaling by cytosolic FGFR1 fusion mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1839107"",""BCR-FGFR1-associated PI3K phosphorylates PIP2 to PIP3."")",Yes,"[10, 55, 57]",3,,,
Disease,Signaling by plasma membrane FGFR1 fusions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853322"",""Plasma membrane FGFR1 fusions dimerize"")",Yes,55,8,Signaling by ERBB2 ECD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665408"",""RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 ECD mutants and EGFR through GRB2"")",Yes,"[83, 98, 102]",3,,,
Disease,Synthesis and processing of ENV and VPU,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187211"",""Splicing of HIV RNA transcript"")",Yes,56,15,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670433"",""KIT mutants:PI3K catalyze synthesis of PIP3"")",Yes,"[53, 75, 111]",3,,,
Disease,Signaling by cytosolic FGFR1 fusion mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1839031"",""Dimerization of cytosolic FGFR1 fusion proteins"")",Yes,57,9,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9672170"",""SOS-mediated nucleotide exchange of RAS downstream of mutant PDGFR receptors"")",Yes,[72],1,,,
Disease,Vif-mediated degradation of APOBEC3G,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180602"",""Association of Vif with APOBEC3G"")",Yes,58,2,Toxicity of botulinum toxin type F (botF),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194808"",""botF LC cleaves target cell VAMP1"")",Yes,[81],1,,,
Disease,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-879221"",""PSTPIP1 binds Pyrin"")",Yes,59,1,Toxicity of botulinum toxin type D (botD),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250606"",""botD LC cleaves target cell VAMP2"")",Yes,[1],1,,,
Disease,Signaling by ERBB2 KD Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665121"",""ERBB2 KD mutants bind TKIs"")",Yes,60,3,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8863011"",""p25-bound CDK5 phosphorylates CDC25C"")",No,-,-,,,
Disease,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033474"",""FGFR2b mutants bind an expanded range of ligands"")",Yes,61,1,Signaling by cytosolic FGFR1 fusion mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1839039"",""Tyrosine kinase inhibitors bind and inhibit cytosolic FGFR1 fusion dimer phosphorylation"")",Yes,[57],1,,,
Disease,Paradoxical activation of RAF signaling by kinase inactive BRAF,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802937"",""Inactive BRAF mutants bind mutant RAS:GTP"")",Yes,62,1,Toxicity of botulinum toxin type D (botD),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194809"",""botD LC cleaves target cell VAMP1"")",Yes,[1],1,,,
Disease,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74448"",""Calcium binds calmodulin"")",Yes,63,3,Maturation of nucleoprotein,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694373"",""Unphosphorylated nucleoprotein translocates to the plasma membrane"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,CD163 mediating an anti-inflammatory response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9662747"",""iRHOM2 transports ADAM17 from ER to the Golgi-network"")",Yes,64,1,Purinergic signaling in leishmaniasis infection,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665515"",""P2RX4,7 binds itself to form trimeric non-selective cation channels"")",Yes,[6],1,,,
Disease,Potential therapeutics for SARS,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683488"",""ACE2 is glycosylated to glycosylated-ACE2"")",Yes,65,23,Signaling by ERBB2 ECD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665404"",""RAS guanyl nucleotide exchange mediated by the p-6Y- ERBB2 ECD mutants:EGF:p-6Y-EGFR:p-SHC1:GRB2:SOS1"")",Yes,"[83, 98, 102]",3,,,
Disease,Interactions of Tat with host cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167235"",""Formation of the P-TEFb(Cyclin T1:Cdk9) complex"")",Yes,66,7,Signaling by PDGFRA extracellular domain mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9672159"",""STAT binds to p-11Y PDGFRA extracellular domain dimers "")",Yes,[16],1,,,
Disease,Attachment and Entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9681514"",""TMPRSS2 binds TMPRSS2 inhibitors"")",Yes,67,23,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1226014"",""Conversion of PIP2 to PIP3 by PI3K bound to ligand-responsive p-6Y-EGFR mutants"")",Yes,"[46, 78, 102, 108]",4,,,
Disease,Prevention of phagosomal-lysosomal fusion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697064"",""lprG binds to LAM,LM"")",Yes,68,1,Toxicity of botulinum toxin type G (botG),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250962"",""botG LC cleaves target cell VAMP2"")",Yes,[50],1,,,
Disease,Signaling by FGFR2 IIIa TM,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8851710"",""Aberrant alternative splicing yields a secreted FGFR2 IIIa TM disease variant"")",Yes,69,1,Constitutive Signaling by EGFRvIII,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5637806"",""SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with p-EGFRvIII)"")",Yes,"[46, 78, 102, 108]",4,,,
Disease,IkBA variant leads to EDA-ID,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9630921"",""NFKBIA variant binds NFkB complex"")",Yes,70,1,FGFR4 mutant receptor activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2046363"",""FGFR4 kinase mutants are inhibited by PD170734"")",Yes,[18],1,,,
Disease,FCGR3A-mediated phagocytosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9666433"",""IgG binds the surface of the amastigote form of Leishmania"")",Yes,71,5,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868340"",""CDK5:p25 phosphorylates lamin B1"")",No,-,-,,,
Disease,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9672168"",""Ligand-independent dimerization of PDGFR mutants"")",Yes,72,3,NEP/NS2 Interacts with the Cellular Export Machinery,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168880"",""vRNP Export through the nuclear pore"")",Yes,"[8, 21]",2,,,
Disease,Maturation of nucleoprotein,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687724"",""GSK3B binds GSKi"")",Yes,73,23,Replication of the SARS-CoV-2 genome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694390"",""nsp15 binds RB1"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,Maturation of spike protein,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686790"",""ER-alpha glucosidases bind ER-alpha glucosidase inhibitors"")",Yes,74,23,Signaling by FLT3 fusion proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9703441"",""SOS1-mediated nucleotide exchange of RAS downstream of FLT3 fusion mutants"")",Yes,[94],1,,,
Disease,Signaling by extracellular domain mutants of KIT,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9680242"",""Ligand-independent dimerization of KIT extracellular domain mutants"")",Yes,75,2,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2220967"",""p-NICD1 PEST domain mutants do not bind FBXW7"")",Yes,"[27, 47]",2,,,
Disease,Potential therapeutics for SARS,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683546"",""FURIN binds furin inhibitors"")",Yes,76,7,Signaling by cytosolic FGFR1 fusion mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1839091"",""Cytosolic FGFR1 fusion protein-associated PI3K phosphorylates PIP2 to PIP3"")",Yes,"[10, 55, 57]",3,,,
Disease,Toxicity of botulinum toxin type A (botA),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5228943"",""Transcytosis and dissociation of botA:NTNHA:HA"")",Yes,77,1,Constitutive Signaling by EGFRvIII,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5637794"",""EGFRvIII does not bind CBL"")",Yes,"[46, 78, 102, 108]",4,,,
Disease,Signaling by ERBB2 TMD/JMD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665697"",""ERBB2 TMD/JMD mutants hetrodimerize"")",Yes,78,13,HIV elongation arrest and recovery,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167481"",""Abortive termination of HIV-1 elongation after arrest"")",Yes,[66],1,,,
Disease,Drug-mediated inhibition of ERBB2 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9652277"",""ERBB2 binds trastuzumab"")",Yes,79,1,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2220966"",""NOTCH1 PEST domain mutants stimulate HES5 transcription"")",Yes,"[27, 47]",2,,,
Disease,Tolerance by Mtb to nitric oxide produced by macrophages,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222594"",""Mycothiol scavenges nitrosyl"")",No,-,-,Maturation of nucleoprotein,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683606"",""Nucleoprotein translocates to the nucleolus"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,Signaling by FGFR3 fusions in cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853317"",""FGFR3 fusions dimerize"")",Yes,80,2,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9673761"",""Autophosphorylation of membrane-tethered fusions of PDGFRA or PDGFRB"")",Yes,[92],1,,,
Disease,Toxicity of botulinum toxin type F (botF),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250880"",""botF HC:LC binds SV2A or B or C and GT1b on the target cell surface"")",Yes,81,2,STAT5 activation downstream of FLT3 ITD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9698758"",""FLT3 ITD- and NOX4-dependent H2O2 production"")",Yes,"[10, 55, 57, 94, 97]",5,,,
Disease,Uptake and function of anthrax toxins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5210918"",""pagA binds ANTXR2"")",Yes,82,7,ADORA2B mediated anti-inflammatory cytokines production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9662710"",""IL6 gene produces IL6 protein"")",Yes,"[24, 63]",2,,,
Disease,Signaling by ERBB2 ECD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665412"",""ERBB2 ECD mutants bind TKIs"")",Yes,83,3,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2400001"",""AKT1 E17K mutant phosphorylates CHUK (IKKalpha)"")",Yes,[24],1,,,
Disease,Signaling by ERBB2 KD Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649393"",""ERBB2 KD mutants bind trastuzumab"")",Yes,84,3,APOBEC3G mediated resistance to HIV-1 infection,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180630"",""Association of APOBEC3G with Gag"")",Yes,"[21, 44, 52, 56, 58, 87]",6,,,
Disease,Influenza Virus Induced Apoptosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168865"",""NA activation of TGF-beta"")",Yes,85,1,Signaling by FGFR4 in disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5655347"",""Activated FGFR4 mutants:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange"")",Yes,[18],1,,,
Disease,Antimicrobial action and antimicrobial resistance in Mtb,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697086"",""Rifampicin binds Mtb RNAP"")",Yes,86,1,Toxicity of botulinum toxin type B (botB),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194796"",""botB LC cleaves target cell VAMP2"")",Yes,[39],1,,,
Disease,Budding and maturation of HIV virion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3159232"",""Recruitment Of HIV Virion Budding Machinery"")",Yes,87,14,Inhibition of nitric oxide production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636261"",""NOS2 gene produces NOS2 protein"")",Yes,[89],1,,,
Disease,Assembly of the SARS-CoV-1 Replication-Transcription Complex (RTC),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9680812"",""nsp7 binds nsp8"")",Yes,88,23,Interleukin-1 processing,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-448678"",""CTSG cleaves CASP1(1-404)"")",Yes,[22],1,,,
Disease,Inhibition of nitric oxide production,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636251"",""PPE2 binds KPNA1:KPNB1"")",Yes,89,1,Suppression of autophagy,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636564"",""SapM binds RAB7A"")",Yes,[104],1,,,
Disease,Drug-mediated inhibition of ERBB2 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9652264"",""ERBB2 binds TKIs"")",Yes,90,1,Maturation of protein 3a,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694727"",""Endocytosis of protein 3a"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,Inhibition of membrane repair,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697057"",""esxG binds esxH"")",Yes,91,1,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169683"",""IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol"")",Yes,"[25, 71, 93]",3,,,
Disease,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9673760"",""Ligand-independent dimerization of membrane-tethered fusions of PDGFRA or PDGFRB"")",Yes,92,1,Uptake and function of anthrax toxins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5211356"",""Anthrax lef cleaves target cell MAP2K2 (MEK2)"")",Yes,"[76, 82, 112]",3,,,
Disease,FCGR3A-mediated IL10 synthesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664397"",""IgG binds LPG1G2 in the amastigote form of Leishmania"")",Yes,93,5,Signaling by ERBB2 TMD/JMD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665707"",""RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 TMD/JMD mutants and EGFR"")",Yes,[78],1,,,
Disease,Signaling by FLT3 fusion proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9703433"",""Ligand-independent dimerization of FLT3 fusion proteins"")",Yes,94,5,WNT5:FZD7-mediated leishmania damping,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9673789"",""Activated JNK phosphorylates c-JUN"")",Yes,"[17, 25, 71, 93, 113]",5,,,
Disease,Tolerance of reactive oxygen produced by macrophages,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222469"",""SodC reduces superoxide to H2O2"")",Yes,95,1,Viral mRNA Translation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192704"",""Synthesis of PB1-F2"")",Yes,"[8, 21]",2,,,
Disease,Signaling by FGFR2 fusions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853319"",""FGFR2 fusions dimerize"")",Yes,96,2,Signaling by FGFR2 IIIa TM,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853320"",""FGFR2IIIa TM binds ligand and full length receptors to inhibit signaling"")",Yes,[69],1,,,
Disease,Signaling by FLT3 ITD and TKD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9695838"",""Ligand-independent dimerization of FLT3 mutants"")",Yes,97,14,Toxicity of tetanus toxin (tetX),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5228578"",""tetX LC cleaves target cell VAMP2"")",Yes,[48],1,,,
Disease,Signaling by ERBB2 ECD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665405"",""ERBB2 ECD mutants bind trastuzumab"")",Yes,98,3,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8870686"",""BCL2L11 (BIM) gene expression"")",No,-,-,,,
Disease,Modulation by Mtb of host immune system,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9637651"",""esxA translocates from Mtb cytosol to the host's ER"")",Yes,99,1,Maturation of replicase proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9684282"",""nsp9 forms a homodimer"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,Assembly of Viral Components at the Budding Site,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-195734"",""Neuraminidase (NA) synthesis"")",Yes,100,1,Viral mRNA Translation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192841"",""Viral Protein Synthesis"")",Yes,"[8, 21]",2,,,
Disease,Translation of Replicase and Assembly of the Replication Transcription Complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694580"",""nsp8 binds MAP1LC3B"")",Yes,101,1,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868344"",""CDK5:p25 phosphorylates lamin A"")",No,-,-,,,
Disease,Signaling by ERBB2 ECD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665388"",""ERBB2 ECD mutants heterodimerize with EGFR"")",Yes,102,14,Signaling by FGFR2 in disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5655323"",""Activated FGFR2 mutant-associated PI3K phosphorylates PIP2 to PIP3"")",Yes,"[7, 23, 96, 105]",4,,,
Disease,Toxicity of botulinum toxin type E (botE),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5228941"",""Transcytosis and dissociation of botE:NTNHA"")",Yes,103,1,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399982"",""AKT1 E17K mutant phosphorylates TSC2, inhibiting it"")",Yes,[24],1,,,
Disease,Prevention of phagosomal-lysosomal fusion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636375"",""SecA2 transports SapM from cytoplasm to cytosol"")",Yes,104,2,Regulation of actin dynamics for phagocytic cup formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2029469"",""p-ERK phosphorylates WAVEs and ABI"")",Yes,"[20, 25, 71, 93, 113]",5,,,
Disease,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2029983"",""Dimerization of FGFR2 ligand-independent mutants"")",Yes,105,3,midostaurin-resistant FLT3 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9702601"",""midostaurin-resistant FLT3 mutants don't bind midostaurin"")",Yes,[97],1,,,
Disease,Signaling by activated point mutants of FGFR3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2012084"",""Constitutive dimerization of FGFR3 cysteine mutants"")",Yes,106,3,Signaling by FGFR3 fusions in cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853323"",""Activated FGFR3 fusion-associated PI3K phosphorylates PIP2 to PIP3"")",Yes,[80],1,,,
Disease,Signaling by activated point mutants of FGFR1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2023451"",""FGFR1c P252X mutants bind ligand with enhanced affinity"")",Yes,107,1,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-877361"",""Pyrin binds ASC"")",Yes,"[22, 59]",2,,,
Disease,Signaling by ERBB2 KD Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664567"",""ERBB2 KD mutants heterodimerize"")",Yes,108,14,InlB-mediated entry of Listeria monocytogenes into host cell,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876262"",""EPS15 and HGS bind CBL-monoubiquitinated MET engaged with Listeria InlB"")",Yes,[11],1,,,
Disease,Signaling by activated point mutants of FGFR3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033476"",""Dimerization of FGFR3 point mutants with enhanced kinase activity"")",Yes,109,3,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399981"",""AKT1 E17K mutant phosphorylates MDM2"")",Yes,[24],1,,,
Disease,Mtb iron assimilation by chelation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222722"",""Mycobactin is exported"")",Yes,110,1,Replication of the SARS-CoV-1 genome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9682712"",""nsp15 binds RB1"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,Signaling by juxtamembrane domain KIT mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9669906"",""Ligand-independent dimerization of KIT juxtamembrane domain mutants"")",Yes,111,2,Vif-mediated degradation of APOBEC3G,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180603"",""Proteosome-mediated degradation of APOBEC3G"")",Yes,[58],1,,,
Disease,Uptake and function of anthrax toxins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5210921"",""pagA binds ANTXR1"")",Yes,112,7,FLT3 mutants bind TKIs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9702508"",""FLT mutants bind type I TKIs"")",Yes,[97],1,,,
Disease,VEGFA-VEGFR2 Pathway,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-434637"",""PI(3,4,5)P3 binds VAV1,2,3"")",Yes,113,4,STAT5 activation downstream of FLT3 ITD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9703436"",""STAT5-dependent PIM1 gene expression downstream of FLT3 ITD and fusion mutants"")",Yes,"[10, 55, 57, 94, 97]",5,,,
Disease,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9603905"",""Expression of NLRP3 gene"")",No,-,-,linifanib-resistant FLT3 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9702997"",""linafinib-resistant FLT3 mutants don't bind linifanib"")",Yes,[97],1,,,
Disease,,,,,-,Integration of provirus,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175117"",""1-LTR circle formation"")",Yes,"[21, 44, 52, 56, 87]",5,,,
Disease,,,,,-,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399992"",""AKT1 E17K mutant phosphorylates forkhead box transcription factors"")",Yes,[24],1,,,
Disease,,,,,-,"Biosynthesis of A2E, implicated in retinal degradation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467738"",""A2E translocates to RPE cells"")",Yes,[41],1,,,
Disease,,,,,-,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2220979"",""NOTCH1 PEST domain mutants stimulate HES1 transcription"")",Yes,"[27, 47]",2,,,
Disease,,,,,-,Replication of the SARS-CoV-1 genome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9682631"",""nsp13 binds DDX5"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,,,,,-,Inhibition of Host mRNA Processing and RNA Silencing,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168859"",""Binding of NS1 to cleavage and host polyadenylation specificity factor (CPSF)"")",Yes,[21],1,,,
Disease,,,,,-,Integration of viral DNA into host genomic DNA,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164506"",""Gap repair completes provirus integration"")",Yes,"[21, 44, 52, 56, 87]",5,,,
Disease,,,,,-,Nef mediated downregulation of CD28 cell surface expression,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167637"",""Internalization of Nef:CD28:Clathrin-Coated Pit Adapter Protein Complex"")",Yes,"[21, 44, 52, 56, 87]",5,,,
Disease,,,,,-,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8870703"",""SOD2 (MnSOD) gene expression"")",No,-,-,,,
Disease,,,,,-,Nicotinate metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8940074"",""NT5E:Zn2+ hydrolyses NMN"")",Yes,[6],1,,,
Disease,,,,,-,Signaling by FLT3 fusion proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9703434"",""FLT3 fusions recruit PIK3CA through PIK3R1"")",Yes,[94],1,,,
Disease,,,,,-,Signaling by FGFR3 point mutants in cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5655277"",""Activated FGFR3 mutants:p-FRS2:GRB2:SOS1 activates RAS nucleotide exchange"")",Yes,"[19, 106, 109]",3,,,
Disease,,,,,-,tamatinib-resistant FLT3 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9703008"",""tamatinib-resistant FLT3 mutants don't bind tamatinib"")",Yes,[97],1,,,
Disease,,,,,-,Signaling by high-kinase activity BRAF mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802938"",""Inhibitors bind and inhibit highly active BRAF mutants"")",Yes,"[4, 15, 51, 62]",4,,,
Disease,,,,,-,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9672177"",""PI3K catalyses the phosphorylation of PIP2 to PIP3 downstream of mutant PDGFR"")",Yes,[72],1,,,
Disease,,,,,-,Vpu mediated degradation of CD4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180573"",""Degradation of ubiquitinated CD4"")",Yes,[56],1,,,
Disease,,,,,-,Viral Messenger RNA Synthesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192925"",""Export of Spliced Viral mRNA"")",Yes,"[8, 21]",2,,,
Disease,,,,,-,Constitutive Signaling by EGFRvIII,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5637808"",""SOS-mediated nucleotide exchange of RAS (mediated by GRB2:SOS1 in complex with phosphorylated SHC1 and p-EGFRvIII)"")",Yes,"[46, 78, 102, 108]",4,,,
Disease,,,,,-,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868260"",""CDK5:p25 phosphorylates GOLGA2"")",No,-,-,,,
