PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Developmental Biology,,,,,-,Regulation of gene expression in beta cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211346"",""NEUROD1- and PDX1-dependent synthesis of glucokinase (GCK) protein"")",Yes,"[7, 11]",2,,,
Developmental Biology,,,,,-,Interaction between L1 and Ankyrins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392751"",""L1 linked to actin cytoskeleton by ankyrin"")",No,-,-,,,
Developmental Biology,,,,,-,EPHB-mediated forward signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928595"",""N-WASP binds ARP2/3 and G-actin"")",Yes,"[2, 6, 21, 47, 58]",5,,,
Developmental Biology,,,,,-,Role of ABL in ROBO-SLIT signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428883"",""Recruitment of CAP to ABL"")",Yes,"[2, 6, 21]",3,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617879"",""HOXA4 mRNA is translated"")",Yes,[17],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of granulopoiesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624668"",""CEBPA binds CDKN1A (p21)"")",Yes,"[9, 15, 17, 20, 23, 34, 39, 41, 42, 51, 54]",11,,,
Developmental Biology,,,,,-,Signal transduction by L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374669"",""L1 binds NRP1"")",No,-,-,,,
Developmental Biology,,,,,-,EPHA-mediated growth cone collapse,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928616"",""Activated ROCK phosphorylates MRLCs"")",Yes,"[2, 6, 13, 21, 25, 43, 47, 53, 58]",9,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1183058"",""Expression of Adiponectin"")",Yes,"[9, 15, 17, 20, 23, 34, 39, 41, 42, 51, 54]",11,,,
Developmental Biology,,,,,-,EPH-ephrin mediated repulsion of cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928656"",""gamma-secretase cleaves EPHB2"")",No,-,-,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9693009"",""Expression of AMH in testis differentiation"")",Yes,[29],1,,,
Developmental Biology,,,,,-,Role of ABL in ROBO-SLIT signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428885"",""Activation of CLASP"")",Yes,"[2, 6, 21]",3,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853753"",""2x p-5Y-RET:GDNF:GFRA complexes bind GRB7,10"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,Signal transduction by L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374681"",""L1 and NCAM1 engaged in cis-interaction"")",No,-,-,,,
Developmental Biology,,,,,-,Ephrin signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093329"",""EFNBs bind SDCBP"")",No,-,-,,,
Developmental Biology,,,,,-,Formation of the cornified envelope,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850831"",""KLK5 cleaves and activates KLK8"")",Yes,[55],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9692129"",""Expression of PTGDS in testis differentiation"")",Yes,[29],1,,,
Developmental Biology,,,,,-,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210837"",""HNF6-dependent synthesis of ONECUT3 protein during morphogenesis"")",No,-,-,,,
Developmental Biology,,,,,-,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399936"",""Inhibition of integrin activation by sequestering PIP5KIgamma"")",No,-,-,,,
Developmental Biology,,,,,-,EPH-ephrin mediated repulsion of cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928654"",""Clathrin internalises EPH:EFN complexes"")",No,-,-,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854908"",""PKA phosphorylates RET:GDNF:GFRA dimer"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,Regulation of signaling by NODAL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1181352"",""LEFTY binds NODAL"")",Yes,[30],1,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854905"",""p-5Y-GAB in the RET-GRB2-GAB complexes binds p85-PI3K"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1183032"",""Expression of GLUT4"")",Yes,"[9, 15, 17, 20, 23, 34, 39, 41, 42, 51, 54]",11,,,
Developmental Biology,,,,,-,Netrin-1 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374665"",""DCC interaction with SIAH1"")",Yes,[35],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452701"",""Expression of DPPA4"")",Yes,[47],1,,,
Developmental Biology,,,,,-,EPHB-mediated forward signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093342"",""SDC2 multimerises"")",Yes,"[47, 58]",2,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855915"",""2x p-5Y-RET:GDNF:GFRA complexes bind RET interactors"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9618725"",""SOX10, EGR2 and NAB proteins bind the GJB1 promoter"")",Yes,"[9, 39]",2,,,
Developmental Biology,,,,,-,Regulation of actin dynamics for phagocytic cup formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399950"",""Phosphorylation of cofilin by LIMK-1"")",Yes,"[2, 6, 13, 21, 22, 25, 43, 47, 53, 57, 58]",11,,,
Developmental Biology,,,,,-,Ephrin signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928640"",""PAKs phosphorylate MLC"")",Yes,"[2, 6, 13, 21, 43, 47, 58]",7,,,
Developmental Biology,,,,,-,CRMPs in Sema3A signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399947"",""Tyrosine phosphorylation of CRMPs by Fes"")",No,-,-,,,
Developmental Biology,,,,,-,Regulation of cortical dendrite branching,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8985812"",""NCK2 binds to ROBO1,(ROBO2)"")",Yes,"[2, 9, 10, 19, 36, 39, 41]",7,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854899"",""2x p-5Y-RET:GDNF:GFRA complexes bind GRB2-1:SOS1"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,Recycling pathway of L1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445079"",""Phosphorylation of L1 by ERK"")",No,-,-,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1183003"",""Expression of Leptin"")",Yes,"[9, 15, 17, 20, 23, 34, 39, 41, 42, 51, 54]",11,,,
Developmental Biology,,,,,-,AKT-mediated inactivation of FOXO1A,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211178"",""Phosphorylated FOXO1A is excluded from the nucleus"")",Yes,[8],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-560473"",""Expression of ANGPTL4"")",Yes,"[9, 15, 17, 20, 23, 34, 39, 41, 42, 51, 54]",11,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617864"",""HOXD4 mRNA is translated"")",Yes,[23],1,,,
Developmental Biology,,,,,-,Transcriptional regulation of testis differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9692236"",""DMRT1 binds the FOXL2 gene"")",Yes,[29],1,,,
Developmental Biology,,,,,-,NCAM1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-375144"",""Interaction of NCAM1:GFRalpha-1 with GDNF"")",Yes,[5],1,,,
Developmental Biology,,,,,-,DCC mediated attractive signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418865"",""Recruitment of ABLIM to the plasma membrane"")",Yes,[35],1,,,
Developmental Biology,,,,,-,Regulation of gene expression in beta cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211301"",""PDX1-dependent synthesis of IAPP protein"")",Yes,[11],1,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443784"",""Cis-heterodimerization of L1 and Contactin-1/F3/F11"")",No,-,-,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855508"",""p-5Y-GAB in RET-GRB2-GAB complexes binds PTPN11"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617881"",""HOXB4 mRNA is translated"")",Yes,[51],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480515"",""Expression of FGF2"")",Yes,[47],1,,,
Developmental Biology,,,,,-,Regulation of gene expression in beta cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211289"",""MAFA-, NKX2-2-, PAX6-, and PDX1-dependent synthesis of insulin precursor protein"")",Yes,"[7, 11]",2,,,
Developmental Biology,,,,,-,Formation of the cornified envelope,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8849857"",""KLK5 cleaves and activates CELA2"")",Yes,[55],1,,,
Developmental Biology,,,,,-,Regulation of expression of SLITs and ROBOs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010872"",""SLIT2 binds Dystroglycan"")",Yes,[6],1,,,
Developmental Biology,,,,,-,ROBO receptors bind AKAP5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010643"",""AKAP5 recruits PKC to ROBO2"")",Yes,"[9, 10, 19, 36, 39, 41]",6,,,
Developmental Biology,,,,,-,Regulation of gene expression in early pancreatic precursor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210780"",""PDX1-dependent synthesis of NKX6-1 protein"")",Yes,[11],1,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617485"",""HOXB2 mRNA is translated"")",Yes,"[9, 10, 39, 41, 45]",5,,,
Developmental Biology,,,,,-,Netrin-1 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374663"",""DCC interaction with Ezrin"")",Yes,[52],1,,,
Developmental Biology,,,,,-,Signaling by NODAL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1535903"",""Phospho R-SMAD(SMAD2/3):CO-SMAD(SMAD4):FOXO3 binds FoxO3a-binding elements"")",Yes,"[30, 47]",2,,,
Developmental Biology,,,,,-,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210886"",""NEUROG3-dependent synthesis of PAX4 protein"")",Yes,[7],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972949"",""POU5F1 (OCT4), SOX2, NANOG bind the EOMES promoter"")",Yes,[47],1,,,
Developmental Biology,,,,,-,NCAM signaling for neurite out-growth,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392054"",""NCAM1:pFAK:Grb2:Sos-mediated nucleotide exchange of Ras"")",Yes,[18],1,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452958"",""Expression of SALL1"")",Yes,[47],1,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621404"",""CYP51A1 gene expression"")",Yes,"[9, 39]",2,,,
Developmental Biology,,,,,-,Transcriptional regulation of granulopoiesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9634433"",""CEBPE gene expression is enhanced by CEBPA, SPI1 (PU.1), and retinoic acid"")",Yes,"[9, 15, 17, 20, 23, 34, 39, 41, 42, 59, 51, 54]",12,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428534"",""Recruitment of Profilin by Ena/VASP proteins"")",Yes,"[2, 6, 21]",3,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972948"",""POU5F1 (OCT4), SOX2, NANOG bind the GSC promoter"")",Yes,[47],1,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374673"",""L1 binds RanBPM"")",No,-,-,,,
Developmental Biology,,,,,-,RHO GTPases Activate ROCKs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928608"",""LIMK phosphorylates CFL1, inactivating it"")",Yes,"[2, 6, 13, 21, 22, 25, 43, 47, 53, 57, 58]",11,,,
Developmental Biology,,,,,-,Netrin-1 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374667"",""DCC interaction with SIAH2"")",Yes,[35],1,,,
Developmental Biology,,,,,-,NrCAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-447030"",""NrCAM binds Ankyrin-G"")",No,-,-,,,
Developmental Biology,,,,,-,Signaling by NODAL,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1225919"",""Phospho R-SMAD(SMAD2/3):CO-SMAD(SMAD4):FOXH1 binds Activin Response Element"")",Yes,"[30, 47]",2,,,
Developmental Biology,,,,,-,Role of second messengers in netrin-1 signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-622390"",""Activation of TRPC channels by Netrin-1"")",Yes,[35],1,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614787"",""MPZ gene expression"")",Yes,"[9, 39]",2,,,
Developmental Biology,,,,,-,Neurofascin interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-437243"",""Doublecortin binds phosphorylated neurofascin"")",No,-,-,,,
Developmental Biology,,,,,-,CHL1 interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-447034"",""CHL1 interacts with Ankyrin-G"")",No,-,-,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853734"",""2x p-5Y-RET:GDNF:GFRA complexes:p-Y349,Y350,Y427-SHC1 binds GRB2-1:SOS1"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,Activation of anterior HOX genes in hindbrain development during early embryogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5617652"",""HOXD3 mRNA is translated"")",Yes,[16],1,,,
Developmental Biology,,,,,-,Regulation of gene expression in beta cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211350"",""PDX1-dependent synthesis of NKX6-1 protein"")",Yes,[11],1,,,
Developmental Biology,,,,,-,Myogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-448963"",""Interaction of MyoD:E protein with MEF2"")",Yes,[3],1,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9619668"",""L-PRX:DRP:DGC:laminin-211 interacts with UTRN"")",Yes,"[9, 39]",2,,,
Developmental Biology,,,,,-,Netrin mediated repulsion signals,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418863"",""Shp2 binds pUnc5C"")",Yes,[26],1,,,
Developmental Biology,,,,,-,RET signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853755"",""2x p-5Y-RET:GDNF:GFRA complexes bind PLCgamma1"")",Yes,"[31, 46, 49]",3,,,
Developmental Biology,,,,,-,Transcriptional regulation of white adipocyte differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-560517"",""Expression of CD36 (platelet glycoprotein IV, FAT)"")",Yes,"[9, 15, 17, 20, 23, 34, 39, 41, 42, 51, 54]",11,,,
Developmental Biology,,,,,-,ROBO receptors bind AKAP5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010645"",""AKAP5 recruits PPP3CB (PP2BB) to ROBO2"")",Yes,"[9, 10, 19, 36, 39, 41]",6,,,
Developmental Biology,,,,,-,Myogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-375141"",""Neogenin:Netrin-3 binds CDO complex"")",Yes,[3],1,,,
Developmental Biology,,,,,-,EGR2 and SOX10-mediated initiation of Schwann cell myelination,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621410"",""HMGCR gene expression"")",Yes,"[9, 39]",2,,,
Developmental Biology,,,,,-,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972977"",""POU5F1 (OCT4), SOX2, NANOG bind the DKK1 promoter"")",Yes,[47],1,,,
Developmental Biology,,,,,-,Role of ABL in ROBO-SLIT signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428888"",""Phosphorylation of ROBO1 by ABL kinase"")",Yes,"[2, 6, 21]",3,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9010815"",""SLITs bind keratan sulfate"")",Yes,[6],1,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374683"",""Interaction of L1 with Neurocan"")",No,-,-,,,
Developmental Biology,,,,,-,L1CAM interactions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374672"",""Cis-heterodimerization of L1 and Axonin-1"")",No,-,-,,,
Developmental Biology,,,,,-,Signaling by ROBO receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428518"",""Glypican-1 (GPC1) binds SLIT2"")",Yes,[6],1,,,
