PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Gene expression (Transcription),"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623415"",""FOXO1,FOXO3,FOXO4 bind IGFBP1 gene promoter"")",Yes,74,1,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938158"",""PRKCQ gene expression is stimulated by RUNX1:CBFB"")",Yes,[58],1,,,
Gene expression (Transcription),Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8954056"",""E2F6 binds TFDP2"")",Yes,27,8,RUNX2 regulates bone development,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938356"",""RMB14 binds RUNX2"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 63, 65]",9,,,
Gene expression (Transcription),RNA Polymerase III Transcription Initiation From Type 1 Promoter,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-76052"",""Binding of TFIIIA To type 1 Promoter"")",No,-,-,Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8954082"",""E2F6 binds the PRC1 complex"")",Yes,"[27, 61]",2,,,
Gene expression (Transcription),RNA Polymerase III Transcription Initiation From Type 2 Promoter,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83788"",""Binding of TFIIIC to Type 2 promoter"")",No,-,-,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8955885"",""SOCS3 gene expression is inhibited by RUNX1"")",Yes,[58],1,,,
Gene expression (Transcription),PI5P Regulates TP53 Acetylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877691"",""MAP2K6 phosphorylates PIP4K2B"")",Yes,8,1,Regulation of TP53 Activity through Methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222116"",""L3MBTL1 binds TP53 monomethylated on K382"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),Transcriptional Regulation by VENTX,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853915"",""VENTX binds the TP53 gene promoter"")",Yes,12,94,Transcriptional Regulation by MECP2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022315"",""MECP2 binds DGCR8"")",Yes,[66],1,,,
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007759"",""MSX2 binds RUNX2 gene promoter"")",Yes,13,115,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139913"",""TP53 stimulates BBC3 (PUMA) expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),Transcriptional regulation by RUNX2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008822"",""PPM1D dephosphorylates RUNX2"")",Yes,17,12,Regulation of localization of FOXO transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614562"",""14-3-3 proteins bind AKT-phosphorylated FOXO3"")",Yes,[75],1,,,
Gene expression (Transcription),"TET1,2,3 and TDG demethylate DNA","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5221014"",""TET1,2,3 oxidizes 5-methylcytosine to 5-hydroxymethylcytosine"")",Yes,24,2,FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9618021"",""FOXG1 binds FOXO:SMAD complexes"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),FOXO-mediated transcription of cell death genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614662"",""FOXO1,FOXO3,(FOXO4) bind FASLG gene promoter"")",Yes,25,1,MECP2 regulates neuronal receptors and channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022365"",""GRIA2 gene expression is inhibited by MECP2:SIN3A complex"")",Yes,[66],1,,,
Gene expression (Transcription),Transcriptional Regulation by VENTX,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853898"",""VENTX binds the CSF1R (M-CSF-R) gene promoter"")",Yes,26,1,RUNX2 regulates chondrocyte maturation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878266"",""IHH gene transcription is stimulated by RUNX2"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 17, 63, 65]",10,,,
Gene expression (Transcription),Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007522"",""E2F6 binds APAF1 gene promoter"")",Yes,30,1,MECP2 regulates neuronal receptors and channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9023345"",""NOTCH1 gene expression is inhibited by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9622737"",""FOXO3,FOXO6,(FOXO1) binds CAT gene promoter"")",Yes,32,1,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623427"",""IGFBP1 gene expression is stimulated by FOXO1,FOXO3,FOXO4"")",Yes,[74],1,,,
Gene expression (Transcription),FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9617840"",""FOXO1,FOXO3,FOXO4 bind CDKN1A gene promoter"")",Yes,35,2,RUNX1 regulates transcription of genes involved in differentiation of HSCs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865505"",""SPI1 (PU.1) gene transcription is stimulated by RUNX1:CBFB:KMT2A"")",Yes,[58],1,,,
Gene expression (Transcription),Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209151"",""miR-24 binds p16INK4A and p14ARF mRNAs"")",Yes,42,1,RUNX2 regulates genes involved in cell migration,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939667"",""ITGA5 gene expression is stimulated by RUNX2:CBFB"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 17, 63, 65]",10,,,
Gene expression (Transcription),"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625091"",""FOXO1,FOXO3 bind ABCA6 gene promoter"")",Yes,45,1,RUNX1 regulates transcription of genes involved in differentiation of HSCs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8956608"",""MYB gene transcription is stimulated by the RUNX1-containing TAL1 complex"")",Yes,[58],1,,,
Gene expression (Transcription),FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9617852"",""FOXO3,FOXO4,(FOXO1) bind GADD45A gene promoter"")",Yes,53,2,Regulation of MECP2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9023592"",""MECP2 binds HTT"")",Yes,[66],1,,,
Gene expression (Transcription),Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8953111"",""E2F6 binds TFDP1"")",Yes,61,9,TFAP2 (AP-2) family regulates transcription of cell cycle factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865256"",""CDKN1A gene expression is stimulated by TFAP2A and repressed by TFAP2C"")",Yes,"[5, 48, 20, 34, 64, 43, 60, 12, 13, 63, 65, 66]",12,,,
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9009085"",""DEXA:NR3C1 complex binds RUNX2 gene proximal promoter"")",Yes,63,115,DNA methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334151"",""DNMT1 methylates cytosine in hemimethylated DNA"")",Yes,[52],1,,,
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9016526"",""RUNX2-P2 binds RUNX2 gene promoter"")",Yes,65,115,Post-transcriptional silencing by small RNAs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-426522"",""Nonendonucleolytic RISC binds exactly matching target RNAs"")",Yes,"[38, 2]",2,,,
Gene expression (Transcription),Regulation of MECP2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615490"",""p-S133-CREB1 binds MIR132 gene promoter"")",Yes,66,130,MECP2 regulates neuronal receptors and channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022186"",""SLC2A3 gene expression is stimulated by MECP2:CREB1 complex"")",Yes,[66],1,,,
Gene expression (Transcription),TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798624"",""ZNF420 binds TP53AIP1 gene"")",Yes,67,1,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6801109"",""CHM binds RGGT"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),Transcriptional Regulation by VENTX,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853920"",""VENTX binds the CDKN2A gene"")",Yes,70,1,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3234081"",""SUMOylation of TFAP2A with SUMO1"")",Yes,[20],1,,,
Gene expression (Transcription),FOXO-mediated transcription of cell death genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621116"",""FOXO1,FOXO3 bind CITED2 gene promoter"")",Yes,72,1,Regulation of TP53 Degradation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8864466"",""TFAP2A,(TFAP2B,TFAP2C) homo- and heterodimers and YY1 stimulate ERBB2 gene expression"")",Yes,[20],1,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of Caspase Activators and Caspases,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798081"",""TP53 family members stimulate CASP1 expression"")",Yes,[69],1,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of Death Receptors and Ligands,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5633441"",""TP53 stimulates transcription of TNFRSF10A, TNFRSF10B,TNFRSF10C and TNFRSF10D genes"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates transcription of genes involved in differentiation of HSCs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8957265"",""26S proteasome degrades TP73 polyubiquitinated by ITCH"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Regulation of TP53 Activity through Phosphorylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805399"",""TAF1 phosphorylates TP53"")",Yes,"[3, 5, 36, 46, 48, 14, 34, 64, 4, 43, 60, 12, 13, 63, 65, 66]",16,,,
Gene expression (Transcription),,,,,-,RUNX2 regulates genes involved in cell migration,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939829"",""ITGBL1 gene expression is stimulated by RUNX2"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 17, 63, 65]",10,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625693"",""TRIM63 gene expression is stimulated by FOXO1 and FOXO3"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,Stabilization of p53,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6793685"",""Ubiquitinated TP53 translocates to the cytosol"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799733"",""Semiquinone reacts with oxygen"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8864936"",""VEGFA gene expression is inhibited by the TFAP2A homodimer"")",Yes,[20],1,,,
Gene expression (Transcription),,,,,-,FOXO-mediated transcription of cell death genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621289"",""PINK1 gene expression is stimulated by FOXO1,FOXO3"")",Yes,[6],1,,,
Gene expression (Transcription),,,,,-,RUNX3 regulates NOTCH signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878243"",""HES1 gene transcription is inhibited by RUNX3"")",No,-,-,,,
Gene expression (Transcription),,,,,-,Transcriptional Regulation by MECP2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9021953"",""GAMT gene expression is stimulated by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,Post-transcriptional silencing by small RNAs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-426489"",""RISC binds inexactly matching target RNAs"")",Yes,"[38, 2]",2,,,
Gene expression (Transcription),,,,,-,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186643"",""MEN1 binds SMAD2/3:SMAD4 heterotrimer"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625124"",""GCK gene expression is inhibited by FOXO1, SIN3A and HDACs"")",No,-,-,,,
Gene expression (Transcription),,,,,-,Regulation of MECP2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022625"",""MECP2 binds FOXG1"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623280"",""PCK1 gene expression is stimulated by FOXO1:PPARGC1A"")",No,-,-,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625346"",""SREBF1 gene expression is inhibited by FOXO1"")",No,-,-,,,
Gene expression (Transcription),,,,,-,RUNX2 regulates chondrocyte maturation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008326"",""RUNX2 binds HDAC4"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 63, 65]",9,,,
Gene expression (Transcription),,,,,-,MECP2 regulates neuronal receptors and channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9017921"",""OPRM1 gene expression is repressed by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8954110"",""E2F6:TFDP1:EPC1 binds the PRC2 complex"")",Yes,[61],1,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623023"",""AGRP gene expression is stimulated by FOXO1"")",No,-,-,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9622981"",""NPY gene expression is stimulated by FOXO1"")",No,-,-,,,
Gene expression (Transcription),,,,,-,RUNX2 regulates osteoblast differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877922"",""BGLAP gene expression is stimulated by RUNX2, WWTR1 and RB1 and inhibited by AR, YAP1 and ZNF521"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 17, 63, 65]",10,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936995"",""THBS1 gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Regulation of RUNX1 Expression and Activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938887"",""PML binds RUNX1"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Post-transcriptional silencing by small RNAs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-426520"",""Endonucleolytic RISC hydrolyzes target RNAs"")",Yes,[38],1,,,
Gene expression (Transcription),,,,,-,Regulation of TP53 Activity through Association with Co-factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799761"",""TP53 binds PPP1R13L"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939088"",""CR1 gene expression is stimulated by RUNX1"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Regulation of MECP2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9006992"",""MECP2 is phosphorylated at S423"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,PIWI-interacting RNA (piRNA) biogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601897"",""MeR-PIWIL4:2'-O-methyl-piRNA:TDRD9:MAEL:TDRKH dissociates and MeR-PIWIL4:2'-O-methylpiRNA, TDRD9, MAEL translocate from cytosol to nucleus in an unknown association and order of events"")",Yes,[22],1,,,
Gene expression (Transcription),,,,,-,Regulation of TP53 Activity through Association with Co-factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804425"",""TP53 binds POU4F2"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106586"",""WWTR1:SMAD stimulates transcription of SERPINE1 while TGIF:SMAD and SMAD7 inhibit it"")",Yes,"[5, 48, 15, 34, 64, 43, 60, 12, 13, 63, 65, 66]",12,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates transcription of genes involved in WNT signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877884"",""RUNX1 and FOXP3 stimulate the RSPO3 gene expression"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Regulation of TP53 Activity through Methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804383"",""PRMT5 methylates TP53"")",Yes,"[5, 48, 73, 34, 64, 43, 60, 12, 13, 63, 65, 66]",12,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of DNA Repair Genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6797712"",""CDK12 stimulates expression of DNA repair genes"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates transcription of genes involved in WNT signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932076"",""AXIN1 gene expression is inhibited by ESR1 and stimulated by RUNX1"")",Yes,"[58, 28]",2,,,
Gene expression (Transcription),,,,,-,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803946"",""TP53 stimulates PLAGL1 expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6801195"",""STEAP3 binds BNIP3L"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of DNA Repair Genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6806392"",""TP53 stimulates MLH1 expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX3 Regulates Immune Response and Cell Migration,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949301"",""RORC gene expression is stimulated by RUNX3:CBFB"")",No,-,-,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615023"",""PLXNA4 gene expression is stimulated by FOXO6"")",Yes,[55],1,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates expression of components of tight junctions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935972"",""TJP1 (ZO-1) gene expression is stimulated by RUNX1"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,FOXO-mediated transcription of cell death genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9621242"",""CITED2 gene expression is stimulated by FOXO1,FOXO3"")",Yes,[72],1,,,
Gene expression (Transcription),,,,,-,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6801666"",""PLK2 phosphorylates CENPJ"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803875"",""SFN dimer binds CDK1 and CCNB1"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,MECP2 regulates neuronal receptors and channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9006507"",""GRIN2A gene expression is stimulated by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,Regulation of TP53 Activity through Association with Co-factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804402"",""TP53 binds POU4F1"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX3 Regulates Immune Response and Cell Migration,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949343"",""ITGAL gene,(ITGA4 gene) expression is stimulated by RUNX3:CBFB"")",No,-,-,,,
Gene expression (Transcription),,,,,-,Regulation of MECP2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8986939"",""MECP2 binds the NCoR/SMRT complex"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,MECP2 regulates transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9021952"",""RBFOX1 gene expression is inhibited by MECP2"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,RUNX3 regulates p14-ARF,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952101"",""p14-ARF transcription is stimulated by RUNX proteins"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Notch-HLH transcription pathway,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350058"",""Formation of CSL NCOR corepressor complex"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,Nuclear Receptor transcription pathway,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-382096"",""Formation of NR-NCOR Corepressor Complex"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937989"",""RUNX1 binds PRC1 complexes"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6791363"",""TP53 stimulates ARID3A gene expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,MECP2 regulates transcription of neuronal ligands,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9021935"",""SST gene expression is stimulated by MECP2 and CREB1"")",Yes,[66],1,,,
Gene expression (Transcription),,,,,-,Transcriptional regulation by RUNX2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9009282"",""CDK1 phosphorylates RUNX2"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 17, 63, 65]",10,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624624"",""FBXO32 gene expression is stimulated by FOXO1,FOXO3,(FOXO4)"")",Yes,[51],1,,,
Gene expression (Transcription),,,,,-,Regulation of RUNX1 Expression and Activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938853"",""CDK6 binds RUNX1"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,RUNX1 regulates estrogen receptor mediated transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932020"",""GPAM gene expression is stimulated by RUNX1 and ESR1"")",Yes,[58],1,,,
Gene expression (Transcription),,,,,-,Regulation of RUNX3 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798044"",""BTG2 binds CCR4-NOT complex"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),,,,,-,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8961982"",""RRM2 gene expression is stimulated by E2F1 and inhibited by E2F6"")",Yes,"[27, 61]",2,,,
Gene expression (Transcription),,,,,-,NOTCH1 Intracellular Domain Regulates Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1980047"",""NOTCH1 stimulates HES1 transcription"")",Yes,[54],1,,,
Gene expression (Transcription),,,,,-,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625092"",""ABCA6 gene expression is stimulated by FOXO1,FOXO3"")",Yes,[45],1,,,
Gene expression (Transcription),,,,,-,Small interfering RNA (siRNA) biogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106615"",""Removal of siRNA passenger strand"")",Yes,[38],1,,,
Gene expression (Transcription),,,,,-,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187303"",""SMAD2/3:SMAD4:SP1 complex stimulates transcription of CDKN2B"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
