PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Cell Cycle,,,,,-,G2 Phase,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187959"",""Phosphorylation of E2F1/E2F3 by Cyclin A:phosph-Cdk2(Thr 160)"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912470"",""ATR phosphorylates Histone H2A.X at unsynapsed regions"")",,
Cell Cycle,,,,,-,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8961665"",""PCNA gene expression is stimulated by E2F1 and repressed by the DREAM complex"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Nuclear Pore Complex (NPC) Disassembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2990880"",""NEK6/NEK7 phosphorylates NUP98"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Condensation of Prophase Chromosomes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2294574"",""Condensin II-mediated condensation of prophase chromosomes"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Postmitotic nuclear pore complex (NPC) reformation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9634219"",""NUP93 recruits the Nup62 complex"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 30, 31, 32, 33, 35, 36, 37, 39]",22,,,
Cell Cycle,,,,,-,AURKA Activation by TPX2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853419"",""TPX2 promotes AURKA autophosphorylation"")",Yes,[19],1,,,
Cell Cycle,,,,,-,Meiotic synapsis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912470"",""ATR phosphorylates Histone H2A.X at unsynapsed regions"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 20, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,,,
Cell Cycle,,,,,-,Cyclin D associated events in G1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9018017"",""RB1 binds and inhibits E2F1/2/3:DP1/2 complexes"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8961678"",""ORC1 gene expression is stimulated by E2F1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Polo-like kinase mediated events,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088299"",""FOXM1 stimulates CCNB2 transcription"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Ubiquitin-dependent degradation of Cyclin D,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75825"",""Proteasome mediated degradation of Cyclin D1"")",Yes,[25],1,,,
Cell Cycle,,,,,-,Depolymerisation of the Nuclear Lamina,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5244669"",""CDK1 phosphorylates lamins and facilitates depolymerization of lamin filaments"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 30, 31, 32, 33, 36, 37, 39]",21,,,
Cell Cycle,,,,,-,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75016"",""Association of p-S216-CDC25C with 14-3-3 proteins"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,EML4 and NUDC in mitotic spindle formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648089"",""NEK6 and NEK7 phosphorylate EML4"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 12, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,,,
Cell Cycle,,,,,-,Polymerase switching on the C-strand of the telomere,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668902"",""Formation of the CTF18-RFC(7s) complex"")",Yes,[11],1,,,
Cell Cycle,,,,,-,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141429"",""Inactivation of APC/C via CDC20 sequestration"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69600"",""Proteolytic degradation of ubiquitinated-Cdc25A"")",Yes,[13],1,,,
Cell Cycle,,,,,-,G0 and Early G1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363306"",""p130 (RBL2) binds Cyclin E/A:CDK2"")",Yes,[2],1,,,
Cell Cycle,,,,,-,Orc1 removal from chromatin,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68948"",""Ubiquitinated Orc1 is degraded by the proteasome"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Polo-like kinase mediated events,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088441"",""FOXM1 stimulates CENPF transcription"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Mitotic Metaphase/Anaphase Transition,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163010"",""Down Regulation of Emi1 through Phosphorylation of Emi1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Autodegradation of the E3 ubiquitin ligase COP1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264458"",""Proteasome mediated degradation of COP1"")",Yes,[39],1,,,
Cell Cycle,,,,,-,Ubiquitin-dependent degradation of Cyclin D,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75822"",""Relocalization of nuclearly localized phospho-(T286):cyclin D1:Cdk4 to cytoplasm"")",Yes,[26],1,,,
Cell Cycle,,,,,-,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854071"",""Proteasome-mediated degradation of PolyUb-FBXL7"")",Yes,[29],1,,,
Cell Cycle,,,,,-,Condensation of Prometaphase Chromosomes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2520883"",""Phosphorylated condensin I promotes condensation of prometaphase chromosomes"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Mitotic Telophase/Cytokinesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156723"",""Regulation of KIF20A (MKL2) by phosphorylation"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Golgi Cisternae Pericentriolar Stack Reorganization,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2314566"",""GORASP1 phosphorylated by PLK1 and GORASP2 phosphorylated by MAPK3-3/MAPK1 are unable to promote Golgi cisternae stacking"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 38, 39]",21,,,
Cell Cycle,,,,,-,Recruitment of NuMA to mitotic centrosomes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380316"",""Association of NuMA with microtubules"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 17, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,,,
Cell Cycle,,,,,-,Transcription of E2F targets under negative control by DREAM complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964513"",""E2F1 gene transcription is inhibited by the DREAM complex, RBL1 and RBL2"")",Yes,"[8, 22, 36]",3,,,
Cell Cycle,,,,,-,Activation of the pre-replicative complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69299"",""Cdt1 associates with geminin"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
Cell Cycle,,,,,-,Regulation of APC/C activators between G1/S and early anaphase,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174139"",""Dissociation of phospho-Cdh1 from the APC/C complex"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,,,
