First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-3215310,R-HSA-3239014,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6805109,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805109"",""CDK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6805035,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805035"",""TP53 binds STK11 and NUAK1"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6805103,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805103"",""AURKA phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6799332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799332"",""ATR phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6798373,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6805479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805479"",""TP53RK phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6804441,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6804942,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6804879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-5633460,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5633460"",""MDM2 binds TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6791409,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6791409"",""TP53 binds the CCNG1 gene"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6804724,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6804253,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-6805755,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805755"",""EHMT1:EHMT2 dimethylates TP53"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-870449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG"
R-HSA-3215310,R-HSA-2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-2176502,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176502"",""NEDD4L ubiquitinates SMAD2/3"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-2179276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179276"",""SMURF2 monoubiquitinates SMAD3"")","Orlic-Milacic, M"
R-HSA-3215310,R-HSA-2186785,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186785"",""RNF111 ubiquitinates SMAD7"")","Orlic-Milacic, M"
R-HSA-3222020,R-HSA-6805035,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222020"",""NUAK1 phosphorylates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805035"",""TP53 binds STK11 and NUAK1"")","Orlic-Milacic, M"
R-HSA-3341343,R-HSA-73646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3341343"",""PRDX1,2,5 catalyze TXN reduced + H2O2 => TXN oxidized + 2H2O"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73646"",""thioredoxin, oxidized + NADPH + H+ => thioredoxin, reduced + NADP+"")","Jassal, B"
R-HSA-380927,R-HSA-380979,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380927"",""p-AMPK phosphorylates TSC1:TSC2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380979"",""RHEB in mTORC1:RHEB:GTP hydrolyses GTP"")","Wu, J"
R-HSA-427336,R-HSA-5227490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","May, B"
R-HSA-427336,R-HSA-427528,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","May, B"
R-HSA-427337,R-HSA-73718,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427337"",""MBD2 binds methylcytosine in chromatin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73718"",""UBF-1 Binds rDNA Promoter"")","Comai, L"
R-HSA-427383,R-HSA-74986,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427383"",""CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74986"",""Elongation of pre-rRNA transcript"")",
R-HSA-427404,R-HSA-73739,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427404"",""Recruitment of ERCC6 (CSB), EHMT2 (G9a), and NuRD to the promoter of rRNA gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73739"",""Recruitment of Acetylated SL1 to phosUBF-1:rDNA Promoter"")","Comai, L"
R-HSA-427409,R-HSA-74987,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427409"",""Nucleolar Remodelling Complex (NoRC) binds intergenic region of rDNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74987"",""TTF-I binds to the Sal Box"")","Comai, L"
R-HSA-427409,R-HSA-5227490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427409"",""Nucleolar Remodelling Complex (NoRC) binds intergenic region of rDNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","May, B"
R-HSA-427514,R-HSA-427336,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427336"",""TTF1:rRNA promoter:ERCC6:EHMT2 complex dimethylates histone H3 at lysine-9."")","May, B"
R-HSA-427514,R-HSA-5334179,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334179"",""DNMT3A:DNMT3L binds chromatin"")","May, B"
R-HSA-427514,R-HSA-5334164,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334164"",""DNMT3B:DNMT3L binds chromatin"")","May, B"
R-HSA-427514,R-HSA-212252,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-212252"",""Polycomb Repressive Complex 2 (PRC2) Is recruited to chromatin"")","Gopinathrao, G"
R-HSA-427514,R-HSA-5578742,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427514"",""eNoSC deacetylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578742"",""AGO1,2:small RNA complexes interact with chromatin"")","May, B"
R-HSA-427527,R-HSA-427383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427383"",""CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9"")","May, B"
R-HSA-427527,R-HSA-5227490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5227490"",""NoRC:HDAC:DNMT methylates cytosine of the rRNA genes"")","May, B"
R-HSA-427527,R-HSA-427528,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","May, B"
R-HSA-427528,R-HSA-427527,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427527"",""eNoSC dimethylates histone H3 at lysine-9"")","May, B"
R-HSA-433672,R-HSA-427383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-433672"",""NoRC:HDAC:DNMT deacetylates histone H4 and methylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427383"",""CBX3 (HP1gamma) binds histone H3 dimethylated at lysine-9"")","May, B"
R-HSA-433672,R-HSA-427528,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-433672"",""NoRC:HDAC:DNMT deacetylates histone H4 and methylates histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-427528"",""Formation of energy-dependent Nucleolar Silencing Complex (eNoSC)"")","May, B"
R-HSA-4411357,R-HSA-8865265,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4411357"",""TCF7L1/TCF7L2/LEF1:CTNNB1 promote transcription of the MYC gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865265"",""TFAP2C homodimer binds MYC and KDM5B"")","Orlic-Milacic, M"
R-HSA-5211239,R-HSA-5250947,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5211239"",""SIRT1 deacetylates TAF1B in SL1 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250947"",""B-WICH complex binds rDNA promoter"")","May, B"
R-HSA-5211239,R-HSA-73736,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5211239"",""SIRT1 deacetylates TAF1B in SL1 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73736"",""Acetylation of SL1"")","Comai, L"
R-HSA-5252001,R-HSA-2106591,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252001"",""ATP1B4 binds SNW1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106591"",""WWTR1:SMAD stimulates transcription of SMAD7"")","Orlic-Milacic, M"
R-HSA-5601883,R-HSA-5601910,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601883"",""Complexed PIWIL4 binds cleaved transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601910"",""Complexed PIWIL2:2'-O-methyl-piRNA cleaves transposon RNA"")","May, B"
R-HSA-5601922,R-HSA-5601910,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601922"",""Complexed PIWIL2 binds cleaved transposon RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601910"",""Complexed PIWIL2:2'-O-methyl-piRNA cleaves transposon RNA"")","May, B"
R-HSA-5601929,R-HSA-5629218,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5601929"",""Unknown nuclease cleaves cleaved transposon RNA in 6xMeR-PIWIL2:cleaved transposon RNA:TDRD1:TDRD12:DDX4:ASZ:MOV10L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5629218"",""HENMT1 methylates 2' hydroxyl at 3' end of piRNA in 6xMeR-PIWIL2:piRNA:TDRD1:TDRD12:DDX4:ASZ:MOV10L1"")","May, B"
R-HSA-5632738,R-HSA-5632732,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632738"",""DDIT4 binds 14-3-3 dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632732"",""p-S939,T1462-TSC2 binding to 14-3-3 dimer is negatively regulated by DDIT4"")","Orlic-Milacic, M"
R-HSA-5632939,R-HSA-5632993,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632939"",""TP53 binds the PTEN promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632993"",""PTEN gene transcription is stimulated by TP53"")","Orlic-Milacic, M"
R-HSA-5632993,R-HSA-9615571,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632993"",""PTEN gene transcription is stimulated by TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615571"",""PTEN mRNA translation is inhibited by miR-137"")","Orlic-Milacic, M"
R-HSA-5632993,R-HSA-9615570,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632993"",""PTEN gene transcription is stimulated by TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615570"",""miR-137 binds PTEN mRNA"")",
R-HSA-5632993,R-HSA-2321904,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632993"",""PTEN gene transcription is stimulated by TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2321904"",""PTEN mRNA translation negatively regulated by microRNAs"")","Orlic-Milacic, M"
R-HSA-5689972,R-HSA-6805022,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5689972"",""USP2 deubiquitinates MDM2,MDM4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805022"",""USP2 binds the heterodimer of MDM2 and MDM4"")","Orlic-Milacic, M"
R-HSA-5689972,R-HSA-6804724,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5689972"",""USP2 deubiquitinates MDM2,MDM4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M"
R-HSA-5693609,R-HSA-6799246,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""CHEK1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6792863,R-HSA-6795667,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6792863"",""PP2A-PP2R5C dephosphorylates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6795667"",""MDM2 translocates to the cytosol"")","Orlic-Milacic, M"
R-HSA-6792863,R-HSA-6792871,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6792863"",""PP2A-PP2R5C dephosphorylates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6792871"",""CCNG1 recruits PP2A-PPP2R5C to MDM2"")","Orlic-Milacic, M"
R-HSA-6795667,R-HSA-6795460,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6795667"",""MDM2 translocates to the cytosol"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6795460"",""SGK1 phosphorylates MDM2"")","Orlic-Milacic, M"
R-HSA-6798624,R-HSA-6798611,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798624"",""ZNF420 binds TP53AIP1 gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798611"",""TP53 stimulates and ZNF420 inhibits TP53AIP1 expression"")","Orlic-Milacic, M"
R-HSA-6799332,R-HSA-69685,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799332"",""ATR phosphorylates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69685"",""CHEK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6799409,R-HSA-3215251,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799409"",""HIPK2 phosphorylates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215251"",""TP53INP1 and HIPK2 bind TP53"")","Orlic-Milacic, M"
R-HSA-6800797,R-HSA-6800798,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800797"",""The PIDDosome activates CASP2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800798"",""The PIDDosome binds CASP2"")","Orlic-Milacic, M"
R-HSA-6802170,R-HSA-6805285,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802170"",""TP53 stimulates PLK3 expression"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805285"",""PLK3 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6803388,R-HSA-6803411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803388"",""TP53 stimulates CDKN1A (p21) transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803411"",""PCBP4 modulates CDKN1A translation"")","Orlic-Milacic, M"
R-HSA-6803719,R-HSA-6803858,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803719"",""TP53 binds ZNF385A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803858"",""TP53 binds the SFN gene"")","Orlic-Milacic, M"
R-HSA-6804879,R-HSA-6798373,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M"
R-HSA-6804879,R-HSA-5633460,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5633460"",""MDM2 binds TP53"")","Orlic-Milacic, M"
R-HSA-6804879,R-HSA-6804253,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-8952128,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952128"",""RUNX3 binds TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5632939,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632939"",""TP53 binds the PTEN promoter"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5628899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5628899"",""TP53 binds the TIGAR gene"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5632887,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632887"",""TP53 binds the RRM2B gene"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5632759,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632759"",""TP53 binds the SCO2 gene"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5629187,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5629187"",""TP53 binds regulatory elements of SESN1,2,3 genes"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5632914,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632914"",""TP53 binds the GLS2 promoter"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-3221982,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3221982"",""BANP binds TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5693609,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")","Khanna, KK"
R-HSA-6804996,R-HSA-6805276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805276"",""CDK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6805470,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805470"",""AMPK phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6805399,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805399"",""TAF1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6799431,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799431"",""TP53 binds HIPK1"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-3239014,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6805109,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805109"",""CDK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6805035,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805035"",""TP53 binds STK11 and NUAK1"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6805103,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805103"",""AURKA phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6799332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799332"",""ATR phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6805479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805479"",""TP53RK phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6804879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5633460,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5633460"",""MDM2 binds TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6791409,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6791409"",""TP53 binds the CCNG1 gene"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-6805755,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805755"",""EHMT1:EHMT2 dimethylates TP53"")","Orlic-Milacic, M"
R-HSA-6805470,R-HSA-69685,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805470"",""AMPK phosphorylates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69685"",""CHEK2 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-6805470,R-HSA-6799246,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805470"",""AMPK phosphorylates TP53"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""CHEK1 phosphorylates TP53"")","Orlic-Milacic, M"
