First_Reaction,Second_Reaction,Second_Reaction_Author,SBGN_Status,Cyclic?,Expected_Release,Review_Status,Approved/Rejected,Reasons_for_Rejection,Other_Comments
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane","IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol","Le Novere, N",Different,FALSE,,,,,
"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by cytosolic PLC[2] at the plasma membrane","Diacylgycerol activates Protein kinase C, alpha type","May, B",Different,FALSE,,under review,reject?,connects different pathways,DAG pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol","I(1,3)P2 is dephosphorylated into I1P by MTMR7:MTMR9","Orlic-Milacic, M",Same,FALSE,,under review,accept?,,
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol","I(1,3)P2 is dephosphorylated into I1P by MTMR7","Orlic-Milacic, M",Same,FALSE,,under review,accept?,,
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol","poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol","glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol","poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol","D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
5-PP-IP5 is dephosphorylated to IP6 by NUDT(1) in the cytosol,(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by MINPP1 in the ER lumen",Cytosolic glucose 6-phosphate is exchanged for orthophosphate from the endoplasmic reticulum lumen by SLC37A4,"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by MINPP1 in the ER lumen","SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol","poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol","glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol","poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol","D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol","IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol","Le Novere, N",Different,FALSE,,,,,
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol","poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol","glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol","poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol","D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,4,5)P3 by PTEN in the cytosol",(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol","poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol","glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol","poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol","D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,4)P2 is dephosphorylated to I4P by INPP1 in the cytosol",(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,CDP-DAG is converted to PI by CDIPT,"Williams, MG",Different,FALSE,,under review,reject,connects different pathways,inositol pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I3P is dephosphorylated to Ins by IMPA1/2 in the cytosol,(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,MIOX oxidises Ins to GlcA,"Jassal, B",Same,FALSE,,under review,accept?,,
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,CDP-DAG is converted to PI by CDIPT,"Williams, MG",Different,FALSE,,under review,reject,connects different pathways,inositol pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,"D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
I4P is dephosphorylated to Ins by IMPA1/2 in the cytosol,(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane","poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane","glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane","poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane","D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
