,First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments,Trans_Approved/Rejected,Trans_Reason,Trans_Comment
794,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676185"",""PI is phosphorylated to PI4P by PI4KA/2A/2B at the Golgi membrane"")",1676185,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8870499"",""PLEKHA3,8 bind PI4P, ARF1"")",8870499,"Jassal, B",Yes,False,,,,,,
795,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71590"",""glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",71590,,No,False,,,,,,
796,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453358"",""poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",453358,"D'Eustachio, P",No,False,,,,,,
797,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71515"",""glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",71515,,No,False,,,,,,
798,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453339"",""poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",453339,"D'Eustachio, P",No,False,,,,,,
799,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"D'Eustachio, P",No,False,,,,,,
800,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70449"",""D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+"")",70449,,No,False,,,,,,
801,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111215"",""D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate"")",111215,,No,False,,,,,,
802,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""MTA is cleaved and phosphorylated"")",1237160,"Stephan, R",No,False,,,,,,
803,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74242"",""(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP)"")",74242,,No,False,,,,,,
804,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74249"",""(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP)"")",74249,,No,False,,,,,,
805,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112265"",""thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP]"")",112265,,No,False,,,,,,
806,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676203"",""PI(3,5)P2 is dephosphorylated to PI5P by SYNJ/MTMs at the plasma membrane"")",1676203,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74376"",""(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP)"")",74376,,No,False,,,,,,
807,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868402"",""OSBP exchanges 25OH-CHOL with PI4P from ER membrane to Golgi membrane"")",8868402,"Jassal, B",No,False,,,,,,
808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8870499"",""PLEKHA3,8 bind PI4P, ARF1"")",8870499,"Jassal, B",Yes,False,,,,,,
809,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71590"",""glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",71590,,No,False,,,,,,
810,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453358"",""poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",453358,"D'Eustachio, P",No,False,,,,,,
811,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71515"",""glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",71515,,No,False,,,,,,
812,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453339"",""poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",453339,"D'Eustachio, P",No,False,,,,,,
813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"D'Eustachio, P",No,False,,,,,,
814,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70449"",""D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+"")",70449,,No,False,,,,,,
815,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111215"",""D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate"")",111215,,No,False,,,,,,
816,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""MTA is cleaved and phosphorylated"")",1237160,"Stephan, R",No,False,,,,,,
817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74242"",""(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP)"")",74242,,No,False,,,,,,
818,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74249"",""(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP)"")",74249,,No,False,,,,,,
819,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112265"",""thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP]"")",112265,,No,False,,,,,,
820,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1676204"",""PI(3,4)P2 is dephosphorylated to PI4P by TPTE2 at the Golgi membrane"")",1676204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74376"",""(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP)"")",74376,,No,False,,,,,,
821,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1678742"",""NAGLU hydrolyses Heparan sulfate chain(4)"")",1678742,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2162229"",""The single sugars GlcA and GlcNAc translocate from the lysosome to the cytosol"")",2162229,"Jassal, B",Yes,False,,,,,,
822,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1678854"",""GUSB tetramer hydrolyses CS/HS precursor"")",1678854,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2162229"",""The single sugars GlcA and GlcNAc translocate from the lysosome to the cytosol"")",2162229,"Jassal, B",Yes,False,,,,,,
823,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169270"",""ETFDH oxidises ETF (reduced) to ETF, reduces CoQ to QH2"")",169270,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169260"",""Reducing equivalents from beta-oxidation of fatty acids transfer to ETF"")",169260,,Yes,True,,,,,,
824,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169683"",""IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol"")",169683,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8857662"",""ESYT1:ESYT2:ESYT3 transport GPL from plasma membrane to ER membrane"")",8857662,"Jassal, B",No,False,,,,,,
825,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169683"",""IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol"")",169683,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333678"",""CPNEs bind PL"")",5333678,"Jassal, B",No,False,,,,,,
826,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169683"",""IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol"")",169683,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71588"",""glycogen phosphorylase (PYGL) dimer b + 2 ATP => glycogen phosphorylase (PYGL) dimer a + 2 ADP"")",71588,,No,False,,,,,,
827,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169683"",""IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol"")",169683,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71541"",""glycogen phosphorylase (PYGM) dimer b + 2 ATP => glycogen phosphorylase (PYGM) dimer a + 2 ADP"")",71541,,No,False,,,,,,
828,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-169683"",""IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol"")",169683,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453337"",""glycogen phosphorylase (PYGB) dimer b + 2 ATP => glycogen phosphorylase (PYGB) dimer a + 2 ADP"")",453337,"D'Eustachio, P",No,False,,,,,,
829,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170799"",""cytosolic GCK1:GKRP complex <=> glucokinase (GCK1) + glucokinase regulatory protein (GKRP)"")",170799,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170824"",""glucokinase (GCK1) + glucokinase regulatory protein (GKRP) <=> GCK1:GKRP complex"")",170824,,Yes,True,,,,,,
830,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170824"",""glucokinase (GCK1) + glucokinase regulatory protein (GKRP) <=> GCK1:GKRP complex"")",170824,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170799"",""cytosolic GCK1:GKRP complex <=> glucokinase (GCK1) + glucokinase regulatory protein (GKRP)"")",170799,,Yes,True,,,,,,
831,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71590"",""glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",71590,,No,False,,,,,,
832,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453358"",""poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",453358,"D'Eustachio, P",No,False,,,,,,
833,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71515"",""glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",71515,,No,False,,,,,,
834,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453339"",""poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",453339,"D'Eustachio, P",No,False,,,,,,
835,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"D'Eustachio, P",No,False,,,,,,
836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70449"",""D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+"")",70449,,No,False,,,,,,
837,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111215"",""D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate"")",111215,,No,False,,,,,,
838,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""MTA is cleaved and phosphorylated"")",1237160,"Stephan, R",No,False,,,,,,
839,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74242"",""(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP)"")",74242,,No,False,,,,,,
840,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74249"",""(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP)"")",74249,,No,False,,,,,,
841,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112265"",""thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP]"")",112265,,No,False,,,,,,
842,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174367"",""GCL ligates L-Glu to L-Cys"")",174367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74376"",""(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP)"")",74376,,No,False,,,,,,
843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174368"",""SLC35D1 hexamer transports UDP-GlcA, UDP-GlcNAc from cytosol to endoplasmic reticulum lumen"")",174368,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8941701"",""UGT1A10 transfers GlcA from UDP-GlcA to GCTN"")",8941701,"Jassal, B",Yes,False,,,,,,
844,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174374"",""MTR transfers CH3 from MeCbl to HCYS"")",174374,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"Gopinathrao, G",Yes,False,,,,,,
845,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174374"",""MTR transfers CH3 from MeCbl to HCYS"")",174374,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5603114"",""MAT2B:MAT2A:K+:2Mg2+ transfers Ado from ATP to L-Met"")",5603114,"Jassal, B",No,False,,,,,,
846,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1483174"",""PE is methylated to PC by PEMT"")",1483174,"Williams, MG",No,False,,,,,,
847,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5696213"",""AS3MT transfers CH3 from AdoMet to methylarsonite"")",5696213,"Jassal, B",No,False,,,,,,
848,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5696220"",""AS3MT transfers CH3 from AdoMet to arsenite(3-)"")",5696220,"Jassal, B",No,False,,,,,,
849,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800149"",""N6AMT1:TRMT112 transfers CH3 group from AdoMet to MMAIII"")",6800149,"Jassal, B",No,False,,,,,,
850,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-947535"",""Cyclisation of GTP to precursor Z"")",947535,"Stephan, R",No,True,,,,,,
851,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5359451"",""NNMT transfers CH3 from SAM to NAM to form MNA"")",5359451,"Jassal, B",No,False,,,,,,
852,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149518"",""MTRR reduces cob(II)alamin to meCbl"")",3149518,"Jassal, B",No,False,,,,,,
853,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71590"",""glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",71590,,No,False,,,,,,
854,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453358"",""poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",453358,"D'Eustachio, P",No,False,,,,,,
855,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71515"",""glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",71515,,No,False,,,,,,
856,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453339"",""poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",453339,"D'Eustachio, P",No,False,,,,,,
857,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"D'Eustachio, P",No,False,,,,,,
858,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70449"",""D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+"")",70449,,No,False,,,,,,
859,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111215"",""D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate"")",111215,,No,False,,,,,,
860,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876789"",""CARNMT1 methylates CARN to Anserine"")",8876789,"Jupe, S",No,False,,,,,,
861,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175993"",""HNMT transfers CH3 group from AdoMet to Hist"")",175993,"Jassal, B",No,False,,,,,,
862,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333608"",""GSSebGalNac is reduced and methylated to MeSebGalNac"")",5333608,"Williams, MG",No,False,,,,,,
863,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2408536"",""H2Se is methylated to MeSeH by H2Se methyltransferase"")",2408536,"Williams, MG",No,False,,,,,,
864,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2408541"",""MeSeH is methylated to Me2Se by MeSeH methyltransferase"")",2408541,"Williams, MG",No,False,,,,,,
865,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2408554"",""Me2Se is methylated to Me3Se+ by INMT"")",2408554,"Williams, MG",No,False,,,,,,
866,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""MTA is cleaved and phosphorylated"")",1237160,"Stephan, R",Yes,False,,,,,,
867,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-209903"",""Noradrenaline is converted to adrenaline"")",209903,"Jassal, B",No,False,,,,,,
868,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-209821"",""Methylation of N-acetyl-5-HT to form melatonin"")",209821,"Jassal, B",No,False,,,,,,
869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798317"",""GNMT tetramer transfers methyl group from AdoMet to Gly to form AdoHyc and SARC"")",6798317,"Jassal, B",No,False,,,,,,
870,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71286"",""guanidinoacetate + S-adenosylmethionine => creatine + S-adenosylhomocysteine"")",71286,,No,False,,,,,,
871,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74242"",""(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP)"")",74242,,No,False,,,,,,
872,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174391"",""MAT1A multimers transfer Ado from ATP to L-Met"")",174391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74249"",""(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP)"")",74249,,No,False,,,,,,
