First_Reaction,Second_Reaction,Second_Reaction_Author,SBGN_Status,Cyclic?,Expected_Release,Review_Status,Approved/Rejected,Reasons_for_Rejection,Other_Comments
"Interleukin-1 receptor type 1: Interleukin 1 binds Interleukin-1 receptor accessory protein, membrane associated isoform",IL1R1:IL1:IL1RAP binds MYD88 homodimer,"Ray, KP",Same,FALSE,,Completed,Approved,,
"IL1B,Myr82K-Myr83K-IL1A:IL1R1","Interleukin-1 receptor type 1: Interleukin 1 binds Interleukin-1 receptor accessory protein, membrane associated isoform","Ray, KP",Same,FALSE,,Completed,Approved,,
IRAK4 is activated by autophosphorylation,IRAK1 binds to MYD88 within the IL1R complex,"Ray, KP",Same,FALSE,,Completed,Approved,,
IRAK4 is activated by autophosphorylation,IRAK2 is phosphorylated downstream of IRAK4 following IL1 receptor activation,"Ray, KP",Same,FALSE,,Completed,Approved,,
IL1R1:IL1:IL1RAP:MYD88 homodimer binds IRAK4,The Interleukin 1 receptor complex binds Tollip,"Ray, KP",Same,FALSE,,Completed,Approved,,
IRAK1 binds to MYD88 within the IL1R complex,IRAK4 phosphorylates IRAK1,"Ray, KP",Same,FALSE,,Completed,Approved,,
IRAK4 phosphorylates IRAK1,IRAK4-activated IRAK1 autophosphorylates,"Ray, KP",Same,FALSE,,Completed,Approved,,
IRAK4-activated IRAK1 autophosphorylates,Hyperphosphorylated IRAK1 associates with TRAF6,"Ray, KP",Same,FALSE,,Completed,Approved,,
Hyperphosphorylated IRAK1 associates with TRAF6,TRAF6 binding leads to IRAK1:TRAF6 release,"Ray, KP",Same,FALSE,,Completed,Approved,,
The Interleukin 1 receptor complex binds Tollip,IRAK4 is activated by autophosphorylation,"Ray, KP",Same,FALSE,,Completed,Approved,,
Polyubiquitinated TRAF6 binds the TAK1 complex,TAK1 is activated within the TAK1 complex,"Ray, KP",Same,FALSE,,Completed,Approved,,
TRAF6 is K63 poly-ubiquitinated,UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,"Ray, KP",Same,FALSE,,Completed,Approved,,
TRAF6 binding leads to IRAK1:TRAF6 release,IL1R1:IL1:IL1RAP:MYD88 homodimer binds IRAK4,"Ray, KP",Same,FALSE,,Completed,Rejected,Release of components during dissociation of the complex.,
TRAF6 binding leads to IRAK1:TRAF6 release,IRAK1 induces oligomerisation of TRAF6,"Ray, KP",Same,FALSE,,Completed,Approved,,
TRAF6 binding leads to IRAK1:TRAF6 release,The Interleukin 1 receptor complex binds Tollip,"Ray, KP",Same,FALSE,,Completed,Rejected,Release of components during dissociation of the complex.,
Interleukin-23 binds interleukin-23 receptor,"JAK2, TYK2 in IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 are phosphorylated","Duenas, C",Same,FALSE,,Completed,Approved,,
Interleukin-12 binds Interleukin-12 receptor,IL12 bound to IL12R internalises,"Duenas, C",Same,FALSE,,Completed,Approved,,
Interleukin-12 binds Interleukin-12 receptor,Interleukin-12 dissociates from Interleukin-12 receptor,"Duenas, C",Same,TRUE,,Completed,Approved,,
Interleukin-12 binds Interleukin-12 receptor,"JAK2, TYK2 in IL12A:IL12RB1:TYK2:IL12B:IL12RB2:JAK2 are phosphorylated","Duenas, C",Same,FALSE,,Completed,Approved,,
IL12RB1:TYK2 binds IL12RB2:JAK2,Interleukin-12 binds Interleukin-12 receptor,"Jupe, S",Same,FALSE,,Completed,Approved,,
Interleukin-27 translocates from the ER lumen to the extracellular region,Interleukin-27 binds Interleukin-27 receptor,"Jupe, S",Same,FALSE,,Completed,Approved,,
Interleukin-27 binds Interleukin-27 receptor,"JAK1, JAK2, TYK2 in IL27:EBI3:IL27RA:JAK1:IL6ST:(JAK1,JAK2,TYK2) are phosphorylated","Duenas, C",Same,FALSE,,Completed,Approved,,
Interleukin-27 binds Interleukin-27 receptor,Interleukin-27 dissociates from Interleukin-27 receptor,"Duenas, C",Same,TRUE,,Completed,Approved,,
IL34 dimerizes,IL34 dimer binds CSF1R,"Jupe, S",Same,FALSE,,Completed,Approved,,
IL34 dimerizes,IL34 dimer binds PTPRZ1,"Jupe, S",Same,FALSE,,Completed,Approved,,
Caspase-1 active tetramer formation,IL37 binds 2x(CASP1(120-197):CASP1(317-404)),"Duenas, C",Different,FALSE,,Completed,Approved,,
Interleukin-16 is secreted,CD4 binds Interleukin-16,"Jupe, S",Same,FALSE,,Completed,Approved,,
IL15:IL15RA binds IL2RB:JAK1 and IL2RG:JAK3,IL15:IL15RA:IL2RB:JAK1:IL2RG:JAK3 translocates from the plasma membrane to the endosome,"Duenas, C",Same,FALSE,,Completed,Approved,,
IL11 binds IL11RA,"IL11:IL11RA binds IL6ST:JAK1,JAK2,(TYK2)","Jupe, S",Same,FALSE,,Completed,Approved,,
IL1R1:IL1:IL1RAP binds MYD88 homodimer,IL1R1:IL1:IL1RAP:MYD88 homodimer binds IRAK4,"Ray, KP",Same,FALSE,,Completed,Approved,,
IRAK1 induces oligomerisation of TRAF6,hp-IRAK1:3xTRAF6 binds UBE2N:UBE2V1:K63-polyUb,"Ray, KP",Same,FALSE,,Completed,Approved,,
Auto ubiqitination of TRAF6 bound to viral dsRNS:TLR3:TICAM1 complex,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Activated TRAF6:p-IRAK2 interacts with TAK1 complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Same,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,RIP2 induces K63-linked ubiquitination of NEMO,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,RIP2 is K63 polyubiquitinated,"Jupe, S",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1),"Shamovsky, V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
Activated TRAF6 synthesizes unanchored polyubiquitin chains upon TLR stimulation,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,,,,
Pellino ubiquitinates IRAK1,K63polyUb-IRAK1 dissociates,"Ray, KP",Same,FALSE,,Completed,Approved,,
"NFKB p105, TPL2 (COT) and ABIN2 form a stable complex",MAP3K8 is phosphorylated,"Shamovsky, V",Same,FALSE,,Completed,Approved,,
"NFKB p105, TPL2 (COT) and ABIN2 form a stable complex",IKBKB phosphorylates NFkB p105 within the NFkB p105:TPL2:ABIN2 complex,"Shamovsky, V",Same,FALSE,,Completed,Approved,,
TANK binds K63-poly-Ub-TRAF3:TICAM1:activated TLR4,TANK is ubiquitinated within TANK:K63polyUb-TRAF3:TRIF:activated TLR4,"Shamovsky, V",Same,FALSE,,,,,
p100:RELB binds active NIK:p-IKKA dimer,"Active NIK:p-S176,180-IKKA dimer phosphorylates p100:RELB","Garapati, P V",Same,FALSE,,Completed,Approved,,
Activation of NIK,Active NIK phosphorylates IKKA dimer,"Garapati, P V",Same,FALSE,,Completed,Approved,,
Active NIK phosphorylates IKKA dimer,p100:RELB binds active NIK:p-IKKA dimer,"Garapati, P V",Same,FALSE,,Completed,Approved,,
"SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB","SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP","Garapati, P V",Same,TRUE,,Completed,Approved,,
"SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP",26S proteasome processes p-7S-p100:RELB to form p52:RELB,"Garapati, P V",Same,FALSE,,Completed,Approved,,
"SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP","SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP","Garapati, P V",Same,TRUE,,Completed,Rejected,same reaction,
"SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP",p100:RELB binds active NIK:p-IKKA dimer,"Garapati, P V",Same,FALSE,,Completed,Rejected,R-HSA-5607725 is transition+dissociation with output that is = input of R-HSA-5607720,
"SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP","SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB","Garapati, P V",Same,TRUE,,Completed,Rejected,R-HSA-5607723 is preceding forR-HSA-5607725,
"SCF-beta-TRCP ubiquitinates p-7S-p100:RELB in active NIK:p-176,S180-IKKA dimer:p-7S-p100:SCF-beta-TRCP","beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex","Garapati, P V",Different,FALSE,,Completed,Rejected,"SCF-beta-TRCP is common component released by R-HSA-5607725, but the reactions are in two distinct pathways",
"Active NIK:p-S176,180-IKKA dimer phosphorylates p100:RELB","SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB","Garapati, P V",Same,FALSE,,Completed,Approved,,
"beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex","SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB","Garapati, P V",Different,FALSE,,Completed,Rejected,no connection,
"beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex","beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex","Garapati, P V",Same,TRUE,,Completed,Rejected,E2 conjugating enzyme is presented as input/output in the reaction,
26S proteasome processes p-7S-p100:RELB to form p52:RELB,p52:RELB translocates from cytosol to nucleus,"Garapati, P V",Same,FALSE,,Completed,Approved,,
p52:RELB translocates from cytosol to nucleus,CCL17 and CCL22 genes are transcribed,"Garapati, P V",Same,FALSE,,,,,
TRAF6 oligomer autoubiquitinates,Auto-ubiquitination of TRAF6,"de Bono, B",Different,TRUE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and Dectin-1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
TRAF6 oligomer autoubiquitinates,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,TRUE,,,,,
TRAF6 oligomer autoubiquitinates,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,TRUE,,,,,
TRAF6 oligomer autoubiquitinates,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,TRUE,,,,,
TRAF6 oligomer autoubiquitinates,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,TRUE,,,,,
TRAF6 oligomer autoubiquitinates,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Same,TRUE,,,,,
TRAF6 oligomer autoubiquitinates,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Same,TRUE,,,,,
TRAF6 oligomer autoubiquitinates,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,TRUE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and Dectin-1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
K63polyUb-TRAF6 ubiquitinates TAK1,Auto-ubiquitination of TRAF6,"de Bono, B",Different,TRUE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and Dectin-1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
K63polyUb-TRAF6 ubiquitinates TAK1,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,TRUE,,,,,
K63polyUb-TRAF6 ubiquitinates TAK1,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,TRUE,,,,,
K63polyUb-TRAF6 ubiquitinates TAK1,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,TRUE,,,,,
K63polyUb-TRAF6 ubiquitinates TAK1,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,TRUE,,,,,
K63polyUb-TRAF6 ubiquitinates TAK1,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Same,TRUE,,,,,
K63polyUb-TRAF6 ubiquitinates TAK1,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Same,TRUE,,,,,
K63polyUb-TRAF6 ubiquitinates TAK1,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,TRUE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and Dectin-1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
"IKBKA, IKBKB and IKBKG form IKK complex",Activated TAK1 mediates phosphorylation of the IKK Complex,"Luo, F",Same,FALSE,,Completed,Approved,,
"IKBKA, IKBKB and IKBKG form IKK complex",NEMO binds polyubiquitinated IRAK1,"Ray, KP",Different,FALSE,,Completed,Approved,,
"IKBKA, IKBKB and IKBKG form IKK complex",Activation of IKK complex,"de Bono, B",Different,FALSE,,Completed,Approved,,
"IKBKA, IKBKB and IKBKG form IKK complex",CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK,"May, B",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",IKKB phosphorylates SNAP23,"Garapati, P V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",NEMO subunit of IKK complex binds to activated IRAK1,"Shamovsky, V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",IKBKG subunit of IKK complex binds polyubiquinated RIP1,"Shamovsky, V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",IKBKG subunit of IKK complex binds K63pUb- RIP1 within the TLR3 complex,"Shamovsky, V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",NEMO subunit of IKK complex binds to activated IRAK1 upon stimulation of TLR7/8 or 9.,"Shamovsky, V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",Activation of IKK by MEKK1,"Garapati, P V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",Recruitment of IKK complex,"Garapati, P V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex","K63polyUb-p-3T,1S-TAK1 phosphorylates IKK-beta","Garapati, P V",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",RIP1 facilitates IKK complex phosphorylation,"Luo, F",Different,FALSE,,,,,
"IKBKA, IKBKB and IKBKG form IKK complex",Phosphorylation of IKK-beta by TAK1,"Niarakis, A",Different,FALSE,,,,,
PLCG2 translocates from cytosol to plasma membrane,"p-Y753,Y759-PLCG2 hydrolyses PIP2","Garapati, P V",Same,FALSE,,,,,
PLCG2 translocates from cytosol to plasma membrane,"PLCG1 binds p-6Y-SYK:p-Y65,Y76-FCER1G","Garapati, P V",Same,FALSE,,,,,
Caspase-8 cleaves IL1B precursor,p62:MEKK3 binds to TRAF6,"Ray, KP",Different,FALSE,,,,"??? the events are connected by the negative regulation instance; When negative regulator is present then R-HSA-5660663 is a preceding event; In general, these two events may happen simultaneously.",
p-S276-RELA binds RELB,CCL17 and CCL22 genes are transcribed,"Garapati, P V",Same,FALSE,,,,,
"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","cIAP1,2 ubiquitinates NIK in cIAP1,2:TRAF2::TRAF3:NIK","Garapati, P V",Same,FALSE,,,,??? the events are connected by negative regulation instance; R-HSA-5668414 is a preceding event only if negative regulator is present,
Protesomal degradation of K48polyUb-TRAF3,p-S400-Cot phosphorylates NIK,"Garapati, P V",Different,FALSE,,,,,
"cIAP1,2 ubiquitinates NIK in cIAP1,2:TRAF2::TRAF3:NIK",TRAF3:NIK binds TRAF2:cIAP1/2,"Garapati, P V",Same,TRUE,,Completed,Rejected,R-HSA-5668543 is preceding event for R-HSA-5668534,
"cIAP1,2 ubiquitinates NIK in cIAP1,2:TRAF2::TRAF3:NIK",TRAF3 binds TICAM1:activated TLR4 complex,"Shamovsky, V",Different,FALSE,,,,,
"cIAP1,2 ubiquitinates NIK in cIAP1,2:TRAF2::TRAF3:NIK",TRAF3 binds to TRIF:activated TLR3 complex,"Shamovsky, V",Different,FALSE,,,,,
TRAF3:NIK binds TRAF2:cIAP1/2,TRAF2:cIAP1/2 complex binds FN14:TWEAK,"Garapati, P V",Same,FALSE,,Completed,Approved,,
TRAF3:NIK binds TRAF2:cIAP1/2,TRAF3 binds BAFFR:BAFF,"Garapati, P V",Same,FALSE,,Completed,Approved,,
TRAF3:NIK binds TRAF2:cIAP1/2,"TRAF2:TRAF1:cIAP1,2:TRAF3:NIK regulatory complex binds CD40","Garapati, P V",Same,FALSE,,Completed,Approved,,
TRAF3:NIK binds TRAF2:cIAP1/2,TRAFs bind RANK:RANKL,"Garapati, P V",Same,FALSE,,Completed,Approved,,
TRAF3:NIK binds TRAF2:cIAP1/2,"TRAF2:TRAF1:cIAP1,2:TRAF3:NIK regulatory complex binds LTBR","Garapati, P V",Same,FALSE,,Completed,Approved,,
TRAF3:NIK binds TRAF2:cIAP1/2,"cIAP1,2:TRAF2:TRAF3:NIK complex binds TNFR2 trimer","Garapati, P V",Same,FALSE,,Completed,Approved,,
EDA binds EDAR,EDA:EDAR binds EDARADD,"Jassal, B",Same,FALSE,,Completed,Approved,,
"SCF betaTrCP ubiquitinates NFKB p105 within p-S927, S932-NFkB p105:TPL2:ABIN2","NFKB p105, TPL2 (COT) and ABIN2 form a stable complex","Ray, KP",Same,FALSE,,,,,
"3xUb,p-S-NFkB p105:TPL2:ABIN2 dissociates due to degradation of p105","NFKB p105, TPL2 (COT) and ABIN2 form a stable complex","Ray, KP",Same,FALSE,,Completed,Approved,,
SHP1 binds p-CD22,SYK autophosphorylates at the activated BCR,"May, B",Same,FALSE,,,,,
SHP1 binds p-CD22,"LYN, FYN, BLK phosphorylate ITAMs of Ig-alpha (CD79A) and Ig-beta (CD79B)","May, B",Same,FALSE,,,,,
RIP2 binds NEMO,RIP2 is K63 polyubiquitinated,"Jupe, S",Same,FALSE,,,,,
gp130:JAKs bind CNTFR,LIFR:JAKs bind gp130:JAKs:CNTFR,"Garapati, P V",Same,FALSE,,Completed,Approved,,
CRLF1 binds CLCF1,CRLF1:CLCF1 binds CNTRF,"Garapati, P V",Same,FALSE,,Completed,Approved,,
JAKs bind LIFR,LIFR:JAKs bind gp130:JAKs:CNTFR,"Garapati, P V",Same,FALSE,,Completed,Approved,,
JAKs bind LIFR,LIF binds LIFR,"Garapati, P V",Same,FALSE,,Completed,Approved,,
JAKs bind LIFR,CTF1 binds LIFR:JAKs,"Garapati, P V",Same,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,Expression of PTGS2,"Jupe, S",Same,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,Expression of STAT3-upregulated cytosolic proteins,"Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,Expression of STAT3-upregulated nuclear proteins,"Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,Expression of HSP90B1,"Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,"Expression of NDN,TP53","Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,"Expression of BCL2, BCL2L1","Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,Expression of STAT3-upregulated plasma membrane proteins,"Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,Expression of FASLG,"Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,Expression of STAT3-upregulated extracellular proteins,"Jupe, S",Different,FALSE,,Completed,Approved,,
p-Y705-STAT3 dissociates from IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2:p-Y705-STAT3,IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2 binds STAT3,"Jupe, S",Same,FALSE,,Completed,Rejected,"R-HSA-6784791- is a dissociation with a release of input of R-HSA-6784323, but not necessarily a source for R-HSA-6784323 to proceed.",
p-Y705-STAT3 dissociates from IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2:p-Y705-STAT3,p-STAT1 binds p-STAT3,"Duenas, C",Different,FALSE,,Completed,Rejected,not sure if STAT1 is a part of IL10R signaling,
p-Y705-STAT3 dissociates from IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2:p-Y705-STAT3,p-Y705-STAT3 binds p-Y693-STAT4,"Duenas, C",Different,FALSE,,Completed,Rejected,STAT4 is not annotated under IL10 signaling,
"p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B",IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits,"Ray, KP",Same,FALSE,,Completed,Rejected,release of activated STAT5 from the IL7:IL7R complex,
"p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B",IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3 binds STAT5,"Ray, KP",Same,FALSE,,Completed,Rejected,release of activated STAT5 from the IL7:IL7R complex,
Expression of SOCS1,MyD88 forms a complex with TIRAP:activated TLR2/4,"de Bono, B",Different,FALSE,,,,,
"p-Y705-STAT3,p-Y641-STAT6 dissociate","STAT3,STAT6 bind p-Y-IL4R","Jupe, S",Same,FALSE,,Completed,Rejected,release of activated STAT3/6 from the IL4R complex,
p-Y-STATs dissociate,"STAT1,STAT3,STAT6 bind IL13:IL13R type II","Jupe, S",Same,FALSE,,Completed,Rejected,release of activated STATs from the IL13R complex,
Myeloperoxidase (MPO) binds to the bacterial cell surface,Membrane-bound myeloperoxidase (MPO) produces hypochlorous acid (HOCl),"Shamovsky, V",Same,FALSE,,,,,
Expression of CD36,TLR6/2 ligand associates with CD14 and CD36 within lipid rafts,"Shamovsky, V",Different,FALSE,,,,,
PGLYRP2 hydrolyzes bacterial peptidoglycan,PGLYRP2 hydrolyzes bacterial peptidoglycan,"Shamovsky, V",Same,TRUE,,,,,
PGLYRP2 hydrolyzes bacterial peptidoglycan,PGLYRP2 binds bacterial peptidoglycan,"Shamovsky, V",Same,TRUE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","Garapati, P V",Different,FALSE,,Completed,Rejected,Common component is K63polyUb,
TNFAIP3 (A20) deubiquitinates RIP2,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,Completed,Rejected,K63polyUb is a common entity released R-HSA-688136,
TNFAIP3 (A20) deubiquitinates RIP2,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,Activated TRAF6:p-IRAK2 interacts with TAK1 complex,"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,RIP2 induces K63-linked ubiquitination of NEMO,"Jupe, S",Same,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,RIP2 is K63 polyubiquitinated,"Jupe, S",Same,TRUE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
