ReactioneName,ReactionID,Category,Class,EntityName,UniprotID
p-AMPK:AMP binds the ULK complex,R-HSA-5672011,Input,Complex,UniProt:Q9UGJ0 PRKAG2,Q9UGJ0
p-AMPK:AMP binds the ULK complex,R-HSA-5672011,Input,Complex,UniProt:P54619 PRKAG1,P54619
p-AMPK:AMP binds the ULK complex,R-HSA-5672011,Input,Complex,UniProt:Q9UGI9 PRKAG3,Q9UGI9
p-AMPK:AMP binds the ULK complex,R-HSA-5672011,Input,Complex,UniProt:Q9BSB4 ATG101,Q9BSB4
p-AMPK:AMP binds the ULK complex,R-HSA-5672011,Input,Complex,UniProt:O75385 ULK1,O75385
p-AMPK:AMP binds the ULK complex,R-HSA-5672011,Input,Complex,UniProt:O75143 ATG13,O75143
p-AMPK:AMP binds the ULK complex,R-HSA-5672011,Input,Complex,UniProt:Q8TDY2 RB1CC1,Q8TDY2
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q8N122 RPTOR,Q8N122
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:P42345 MTOR,P42345
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q9BVC4 MLST8,Q9BVC4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q8NBW4 SLC38A9,Q8NBW4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:O43504 LAMTOR5,O43504
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q6IAA8 LAMTOR1,Q6IAA8
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q9Y2Q5 LAMTOR2,Q9Y2Q5
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q9UHA4 LAMTOR3,Q9UHA4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q0VGL1 LAMTOR4,Q0VGL1
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q9HB90 RRAGC,Q9HB90
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q9NQL2 RRAGD,Q9NQL2
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q7L523 RRAGA,Q7L523
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q5VZM2 RRAGB,Q5VZM2
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q15382 RHEB,Q15382
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q9BSB4 ATG101,Q9BSB4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:O75385 ULK1,O75385
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:O75143 ATG13,O75143
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,SimpleEntity,UniProt:Q8TDY2 RB1CC1,Q8TDY2
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q8N122 RPTOR,Q8N122
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:P42345 MTOR,P42345
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q9BVC4 MLST8,Q9BVC4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q8NBW4 SLC38A9,Q8NBW4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:O43504 LAMTOR5,O43504
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q6IAA8 LAMTOR1,Q6IAA8
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q9Y2Q5 LAMTOR2,Q9Y2Q5
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q9UHA4 LAMTOR3,Q9UHA4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q0VGL1 LAMTOR4,Q0VGL1
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q9HB90 RRAGC,Q9HB90
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q9NQL2 RRAGD,Q9NQL2
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q7L523 RRAGA,Q7L523
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q5VZM2 RRAGB,Q5VZM2
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q15382 RHEB,Q15382
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q9BSB4 ATG101,Q9BSB4
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:O75385 ULK1,O75385
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:O75143 ATG13,O75143
Active mTORC1 phosphorylates ULK1,R-HSA-5672010,Input,Complex,UniProt:Q8TDY2 RB1CC1,Q8TDY2
ATG12:ATG7:CysO572-ATG7 binds ATG10,R-HSA-5682893,Input,Complex,UniProt:Q9H0Y0 ATG10,Q9H0Y0
ATG12:ATG7:CysO572-ATG7 binds ATG10,R-HSA-5682893,Input,Complex,UniProt:O94817 ATG12,O94817
ATG12:ATG7:CysO572-ATG7 binds ATG10,R-HSA-5682893,Input,Complex,UniProt:O95352 ATG7,O95352
ATG12:ATG7:CysO572-ATG7 binds ATG10,R-HSA-5682893,Input,EntityWithAccessionedSequence,UniProt:Q9H0Y0 ATG10,Q9H0Y0
ATG12:ATG7:CysO572-ATG7 binds ATG10,R-HSA-5682893,Input,EntityWithAccessionedSequence,UniProt:O94817 ATG12,O94817
ATG12:ATG7:CysO572-ATG7 binds ATG10,R-HSA-5682893,Input,EntityWithAccessionedSequence,UniProt:O95352 ATG7,O95352
Beclin-1 complex phosphorylates PtdIns,R-HSA-5672012,Input,SimpleEntity,UniProt:Q14457 BECN1,Q14457
Beclin-1 complex phosphorylates PtdIns,R-HSA-5672012,Input,SimpleEntity,UniProt:Q99570 PIK3R4,Q99570
Beclin-1 complex phosphorylates PtdIns,R-HSA-5672012,Input,SimpleEntity,UniProt:Q8NEB9 PIK3C3,Q8NEB9
Beclin-1 complex phosphorylates PtdIns,R-HSA-5672012,Input,SimpleEntity,UniProt:Q6ZNE5 ATG14,Q6ZNE5
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:Q13131 PRKAA1,Q13131
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:P54646 PRKAA2,P54646
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:Q9Y478 PRKAB1,Q9Y478
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:O43741 PRKAB2,O43741
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:Q9UGJ0 PRKAG2,Q9UGJ0
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:P54619 PRKAG1,P54619
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:Q9UGI9 PRKAG3,Q9UGI9
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:Q9BSB4 ATG101,Q9BSB4
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:O75385 ULK1,O75385
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:O75143 ATG13,O75143
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,Complex,UniProt:Q8TDY2 RB1CC1,Q8TDY2
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:Q13131 PRKAA1,Q13131
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:P54646 PRKAA2,P54646
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:Q9Y478 PRKAB1,Q9Y478
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:O43741 PRKAB2,O43741
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:Q9UGJ0 PRKAG2,Q9UGJ0
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:P54619 PRKAG1,P54619
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:Q9UGI9 PRKAG3,Q9UGI9
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:Q9BSB4 ATG101,Q9BSB4
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:O75385 ULK1,O75385
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:O75143 ATG13,O75143
AMPK (complex) phosphorylates ULK1 (complex),R-HSA-5665868,Input,SimpleEntity,UniProt:Q8TDY2 RB1CC1,Q8TDY2
ATG10 transfers ATG12 from ATG7 to ATG10,R-HSA-5681999,Input,Complex,UniProt:Q9H0Y0 ATG10,Q9H0Y0
ATG10 transfers ATG12 from ATG7 to ATG10,R-HSA-5681999,Input,Complex,UniProt:O94817 ATG12,O94817
ATG10 transfers ATG12 from ATG7 to ATG10,R-HSA-5681999,Input,Complex,UniProt:O95352 ATG7,O95352
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q8N122 RPTOR,Q8N122
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:P42345 MTOR,P42345
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q9BVC4 MLST8,Q9BVC4
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q8NBW4 SLC38A9,Q8NBW4
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:O43504 LAMTOR5,O43504
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q6IAA8 LAMTOR1,Q6IAA8
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q9Y2Q5 LAMTOR2,Q9Y2Q5
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q9UHA4 LAMTOR3,Q9UHA4
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q0VGL1 LAMTOR4,Q0VGL1
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q9HB90 RRAGC,Q9HB90
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q9NQL2 RRAGD,Q9NQL2
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q7L523 RRAGA,Q7L523
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q5VZM2 RRAGB,Q5VZM2
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q15382 RHEB,Q15382
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q9BSB4 ATG101,Q9BSB4
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:O75385 ULK1,O75385
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:O75143 ATG13,O75143
mTORC1 dissociates from ULK complex,R-HSA-5675790,Input,Complex,UniProt:Q8TDY2 RB1CC1,Q8TDY2
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q96DT6 ATG4C,Q96DT6
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q86TL0 ATG4D,Q86TL0
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q8WYN0 ATG4A,Q8WYN0
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q9Y4P1 ATG4B,Q9Y4P1
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q9BY60 GABARAPL3,Q9BY60
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q9GZQ8 MAP1LC3B,Q9GZQ8
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q9H0R8 GABARAPL1,Q9H0R8
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:P60520 GABARAPL2,P60520
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q9BXW4 MAP1LC3C,Q9BXW4
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:O95166 GABARAP,O95166
LC3 is cleaved by ATG4,R-HSA-5681987,Input,CandidateSet,UniProt:Q9H492 MAP1LC3A,Q9H492
ATG10 dissociates from ATG12:ATG5,R-HSA-5682690,Input,Complex,UniProt:Q9H0Y0 ATG10,Q9H0Y0
ATG10 dissociates from ATG12:ATG5,R-HSA-5682690,Input,Complex,UniProt:O94817 ATG12,O94817
ATG10 dissociates from ATG12:ATG5,R-HSA-5682690,Input,Complex,UniProt:Q9H1Y0 ATG5,Q9H1Y0
WIPIs bind PI3P,R-HSA-5676229,Input,SimpleEntity,UniProt:Q9Y484 WDR45,Q9Y484
WIPIs bind PI3P,R-HSA-5676229,Input,SimpleEntity,UniProt:Q5MNZ6 WDR45B,Q5MNZ6
WIPIs bind PI3P,R-HSA-5676229,Input,SimpleEntity,UniProt:Q5MNZ9 WIPI1,Q5MNZ9
WIPIs bind PI3P,R-HSA-5676229,Input,SimpleEntity,UniProt:Q9Y4P8 WIPI2,Q9Y4P8
WIPIs bind PI3P,R-HSA-5676229,Input,CandidateSet,UniProt:Q9Y484 WDR45,Q9Y484
WIPIs bind PI3P,R-HSA-5676229,Input,CandidateSet,UniProt:Q5MNZ6 WDR45B,Q5MNZ6
WIPIs bind PI3P,R-HSA-5676229,Input,CandidateSet,UniProt:Q5MNZ9 WIPI1,Q5MNZ9
WIPIs bind PI3P,R-HSA-5676229,Input,CandidateSet,UniProt:Q9Y4P8 WIPI2,Q9Y4P8
"AMBRA1 binds DYNLL1,DYNLL2",R-HSA-1632843,Input,DefinedSet,UniProt:Q9C0C7 AMBRA1,Q9C0C7
"AMBRA1 binds DYNLL1,DYNLL2",R-HSA-1632843,Input,DefinedSet,UniProt:P63167 DYNLL1,P63167
"AMBRA1 binds DYNLL1,DYNLL2",R-HSA-1632843,Input,DefinedSet,UniProt:Q96FJ2 DYNLL2,Q96FJ2
"AMBRA1 binds DYNLL1,DYNLL2",R-HSA-1632843,Input,EntityWithAccessionedSequence,UniProt:Q9C0C7 AMBRA1,Q9C0C7
"AMBRA1 binds DYNLL1,DYNLL2",R-HSA-1632843,Input,EntityWithAccessionedSequence,UniProt:P63167 DYNLL1,P63167
"AMBRA1 binds DYNLL1,DYNLL2",R-HSA-1632843,Input,EntityWithAccessionedSequence,UniProt:Q96FJ2 DYNLL2,Q96FJ2
ATG10 transfers ATG12 from ATG10 to ATG5,R-HSA-5683588,Input,Complex,UniProt:Q9H0Y0 ATG10,Q9H0Y0
ATG10 transfers ATG12 from ATG10 to ATG5,R-HSA-5683588,Input,Complex,UniProt:O94817 ATG12,O94817
ATG10 transfers ATG12 from ATG10 to ATG5,R-HSA-5683588,Input,Complex,UniProt:Q9H1Y0 ATG5,Q9H1Y0
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:Q13131 PRKAA1,Q13131
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:P54646 PRKAA2,P54646
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:Q9Y478 PRKAB1,Q9Y478
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:O43741 PRKAB2,O43741
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:Q9UGJ0 PRKAG2,Q9UGJ0
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:P54619 PRKAG1,P54619
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:Q9UGI9 PRKAG3,Q9UGI9
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:O75143 ATG13,O75143
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:Q9BSB4 ATG101,Q9BSB4
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:Q8TDY2 RB1CC1,Q8TDY2
ULK complex translocates to the ER,R-HSA-5679239,Input,Complex,UniProt:O75385 ULK1,O75385
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:Q9BY60 GABARAPL3,Q9BY60
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:Q9BXW4 MAP1LC3C,Q9BXW4
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:Q9H492 MAP1LC3A,Q9H492
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:P60520 GABARAPL2,P60520
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:Q9H0R8 GABARAPL1,Q9H0R8
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:Q9GZQ8 MAP1LC3B,Q9GZQ8
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:O95166 GABARAP,O95166
LC3 binds ATG7 dimer,R-HSA-5682011,Input,Complex,UniProt:O95352 ATG7,O95352
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:Q9BY60 GABARAPL3,Q9BY60
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:Q9BXW4 MAP1LC3C,Q9BXW4
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:Q9H492 MAP1LC3A,Q9H492
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:P60520 GABARAPL2,P60520
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:Q9H0R8 GABARAPL1,Q9H0R8
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:Q9GZQ8 MAP1LC3B,Q9GZQ8
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:O95166 GABARAP,O95166
LC3 binds ATG7 dimer,R-HSA-5682011,Input,CandidateSet,UniProt:O95352 ATG7,O95352
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9Y4P8 WIPI2,Q9Y4P8
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q676U5 ATG16L1,Q676U5
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:O94817 ATG12,O94817
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9H1Y0 ATG5,Q9H1Y0
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9BY60 GABARAPL3,Q9BY60
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9BXW4 MAP1LC3C,Q9BXW4
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9H492 MAP1LC3A,Q9H492
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:P60520 GABARAPL2,P60520
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9H0R8 GABARAPL1,Q9H0R8
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9GZQ8 MAP1LC3B,Q9GZQ8
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:O95166 GABARAP,O95166
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,SimpleEntity,UniProt:Q9NT62 ATG3,Q9NT62
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9Y4P8 WIPI2,Q9Y4P8
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q676U5 ATG16L1,Q676U5
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:O94817 ATG12,O94817
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9H1Y0 ATG5,Q9H1Y0
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9BY60 GABARAPL3,Q9BY60
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9BXW4 MAP1LC3C,Q9BXW4
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9H492 MAP1LC3A,Q9H492
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:P60520 GABARAPL2,P60520
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9H0R8 GABARAPL1,Q9H0R8
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9GZQ8 MAP1LC3B,Q9GZQ8
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:O95166 GABARAP,O95166
ATG16L1 complex transfers LC3 from ATG3 to PE,R-HSA-5678490,Input,Complex,UniProt:Q9NT62 ATG3,Q9NT62
ATG10:ATG12 binds ATG5,R-HSA-5682010,Input,EntityWithAccessionedSequence,UniProt:Q9H0Y0 ATG10,Q9H0Y0
ATG10:ATG12 binds ATG5,R-HSA-5682010,Input,EntityWithAccessionedSequence,UniProt:O94817 ATG12,O94817
ATG10:ATG12 binds ATG5,R-HSA-5682010,Input,EntityWithAccessionedSequence,UniProt:Q9H1Y0 ATG5,Q9H1Y0
ATG10:ATG12 binds ATG5,R-HSA-5682010,Input,Complex,UniProt:Q9H0Y0 ATG10,Q9H0Y0
ATG10:ATG12 binds ATG5,R-HSA-5682010,Input,Complex,UniProt:O94817 ATG12,O94817
ATG10:ATG12 binds ATG5,R-HSA-5682010,Input,Complex,UniProt:Q9H1Y0 ATG5,Q9H1Y0
ATG5:ATG12 binds ATG16L1,R-HSA-5682012,Input,Complex,UniProt:Q676U5 ATG16L1,Q676U5
ATG5:ATG12 binds ATG16L1,R-HSA-5682012,Input,Complex,UniProt:O94817 ATG12,O94817
ATG5:ATG12 binds ATG16L1,R-HSA-5682012,Input,Complex,UniProt:Q9H1Y0 ATG5,Q9H1Y0
ATG5:ATG12 binds ATG16L1,R-HSA-5682012,Input,EntityWithAccessionedSequence,UniProt:Q676U5 ATG16L1,Q676U5
ATG5:ATG12 binds ATG16L1,R-HSA-5682012,Input,EntityWithAccessionedSequence,UniProt:O94817 ATG12,O94817
ATG5:ATG12 binds ATG16L1,R-HSA-5682012,Input,EntityWithAccessionedSequence,UniProt:Q9H1Y0 ATG5,Q9H1Y0
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:Q13131 PRKAA1,Q13131
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:P54646 PRKAA2,P54646
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:Q9Y478 PRKAB1,Q9Y478
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:O43741 PRKAB2,O43741
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:Q9UGJ0 PRKAG2,Q9UGJ0
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:P54619 PRKAG1,P54619
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:Q9UGI9 PRKAG3,Q9UGI9
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:Q9BSB4 ATG101,Q9BSB4
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:O75385 ULK1,O75385
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:O75143 ATG13,O75143
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,SimpleEntity,UniProt:Q8TDY2 RB1CC1,Q8TDY2
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:Q13131 PRKAA1,Q13131
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:P54646 PRKAA2,P54646
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:Q9Y478 PRKAB1,Q9Y478
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:O43741 PRKAB2,O43741
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:Q9UGJ0 PRKAG2,Q9UGJ0
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:P54619 PRKAG1,P54619
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:Q9UGI9 PRKAG3,Q9UGI9
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:Q9BSB4 ATG101,Q9BSB4
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:O75385 ULK1,O75385
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:O75143 ATG13,O75143
ULK1 phosphorylates ATG13 and RB1CC1,R-HSA-5675868,Input,Complex,UniProt:Q8TDY2 RB1CC1,Q8TDY2
The phagophore extends from the PIP3-enriched structure,R-HSA-5682385,Input,Complex,UniProt:Q14457 BECN1,Q14457
The phagophore extends from the PIP3-enriched structure,R-HSA-5682385,Input,Complex,UniProt:Q99570 PIK3R4,Q99570
The phagophore extends from the PIP3-enriched structure,R-HSA-5682385,Input,Complex,UniProt:Q8NEB9 PIK3C3,Q8NEB9
The phagophore extends from the PIP3-enriched structure,R-HSA-5682385,Input,Complex,UniProt:Q6ZNE5 ATG14,Q6ZNE5
The phagophore extends from the PIP3-enriched structure,R-HSA-5682385,Input,Complex,UniProt:Q674R7 ATG9B,Q674R7
The phagophore extends from the PIP3-enriched structure,R-HSA-5682385,Input,Complex,UniProt:Q7Z3C6 ATG9A,Q7Z3C6
Rheb in the mTORC1 complex hydrolyses GTP,R-HSA-5672017,Input,Complex,UniProt:Q8N122 RPTOR,Q8N122
