First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607726"",""Active NIK:p-S176,180-IKKA dimer phosphorylates p100:RELB"")",5607726,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607723"",""SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB"")",5607723,"Garapati, P V",Yes,"Active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB [cytosol]",Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607728"",""beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex"")",5607728,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607723"",""SCF-beta-TRCP binds p-7S-p100 in active NIK:p-S176,180-IKKA dimer:p-7S-p100:RELB"")",5607723,"Garapati, P V",No,SCF-beta-TRCP [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607728"",""beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex"")",5607728,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607724"",""26S proteasome processes K48PolyUb-K21,22-p-S32,36-IkBA:NF-kB complex to form NF-kB complex"")",5607724,"Garapati, P V",Yes,"K48PolyUb-K21,22-p-S32,36-IkBA:NF-kB complex [cytosol]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607728"",""beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex"")",5607728,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607728"",""beta-TRCP ubiquitinates IkB-alpha in p-S32,33-IkB-alpha:NF-kB complex"")",5607728,"Garapati, P V",Yes,SCF-beta-TRCP [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607731"",""26S proteasome processes p-7S-p100:RELB to form p52:RELB"")",5607731,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607741"",""p52:RELB translocates from cytosol to nucleus"")",5607741,"Garapati, P V",Yes,p52:RELB [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607732"",""K63polyUb-TAK1 autophosphorylates"")",5607732,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607742"",""K63polyUb-p-3T,1S-TAK1 phosphorylates IKK-beta"")",5607742,"Garapati, P V",Yes,"p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers:TAB1:TAB2/TAB3:K63polyUb-34,158-p3Y,1S-TAK1 [plasma membrane]",Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607733"",""BCL10 binds CARD9"")",5607733,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607737"",""BCL10 oligomerizes"")",5607737,"Garapati, P V",Yes,p-T231-CARD9 oligomer:BCL10 [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607734"",""PKC-delta translocates to plasma membrane"")",5607734,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607746"",""PKC-delta is activated"")",5607746,"Garapati, P V",Yes,"DAGs:p-T507,S645,S664-PRKCD [plasma membrane]",Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607736"",""MALT1 oligomerizes"")",5607736,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607747"",""TRAF6 binds MALT1 oligomers"")",5607747,"Garapati, P V",Yes,p-T231-CARD9:BCL10:MALT1 oligomers [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607737"",""BCL10 oligomerizes"")",5607737,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607744"",""MALT1 binds BCL10"")",5607744,"Garapati, P V",Yes,p-T231-CARD9:BCL10 oligomers [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607738"",""SYK binds p-Y15-CLEC7A:1,3-beta-D-glucan"")",5607738,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607745"",""1,3-beta-D-glucan:p-Y15-CLEC7A:SYK phosphorylates PLCG"")",5607745,"Garapati, P V",Yes,"1,3-beta-D-glucan:p-Y15-CLEC7A:SYK [plasma membrane]",Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607740"",""PKC-delta phosphorylates CARD9"")",5607740,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607753"",""CARD9 oligomerizes"")",5607753,"Garapati, P V",Yes,p-T231-CARD9 [plasma membrane],EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607741"",""p52:RELB translocates from cytosol to nucleus"")",5607741,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660965"",""CCL17 and CCL22 genes are transcribed"")",5660965,"Garapati, P V",Yes,p52:RELB [nucleoplasm],Complex,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607742"",""K63polyUb-p-3T,1S-TAK1 phosphorylates IKK-beta"")",5607742,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202534"",""Ubiquitination of NEMO by TRAF6"")",202534,"de Bono, B",No,"p-S177,S181-IKKB:IKKA:NEMO [cytosol]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607744"",""MALT1 binds BCL10"")",5607744,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607736"",""MALT1 oligomerizes"")",5607736,"Garapati, P V",Yes,p-T231-CARD9:BCL10 oligomers:MALT1 [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607745"",""1,3-beta-D-glucan:p-Y15-CLEC7A:SYK phosphorylates PLCG"")",5607745,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607755"",""p-Y753,Y759-PLCG2 translocates from cytosol to plasma membrane"")",5607755,"Garapati, P V",Yes,"p-Y753,Y759-PLCG2 [cytosol]",EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607746"",""PKC-delta is activated"")",5607746,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607740"",""PKC-delta phosphorylates CARD9"")",5607740,"Garapati, P V",Yes,"DAGs:active p-T507,S645,S664-PRKCD [plasma membrane]",Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607747"",""TRAF6 binds MALT1 oligomers"")",5607747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607751"",""TRAF6 oligomerizes"")",5607751,"Garapati, P V",Yes,p-T231-CARD9:BCL10:MALT1 oligomers:TRAF6 [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607750"",""SRC kinase phosphorylates CLEC7A:1,3-beta-D-glucan"")",5607750,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607738"",""SYK binds p-Y15-CLEC7A:1,3-beta-D-glucan"")",5607738,"Garapati, P V",Yes,"1,3-beta-D-glucan:p-Y15-CLEC7A [plasma membrane]",Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607751"",""TRAF6 oligomerizes"")",5607751,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"Garapati, P V",Yes,p-T231-CARD9:BCL10:MALT1:TRAF6 oligomers [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607753"",""CARD9 oligomerizes"")",5607753,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607733"",""BCL10 binds CARD9"")",5607733,"Garapati, P V",Yes,p-T231-CARD9 oligomer [plasma membrane],Polymer,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607755"",""p-Y753,Y759-PLCG2 translocates from cytosol to plasma membrane"")",5607755,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607735"",""p-Y753,Y759-PLCG2 hydrolyses PIP2"")",5607735,"Garapati, P V",Yes,"p-Y753,Y759-PLCG2 [plasma membrane]",EntityWithAccessionedSequence,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202453"",""Auto-ubiquitination of TRAF6"")",202453,"de Bono, B",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202534"",""Ubiquitination of NEMO by TRAF6"")",202534,"de Bono, B",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-937050"",""Pellino ubiquitinates hp-IRAK1"")",937050,"Shamovsky, V",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975118"",""TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex"")",975118,"Shamovsky, V",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975122"",""Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>"")",975122,"Shamovsky, V",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607759"",""TRIKA2 binds K63polyUb-TRAF6 oligomer"")",5607759,"Garapati, P V",Yes,p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"Garapati, P V",Yes,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"Garapati, P V",Yes,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2730904"",""Auto-ubiquitination of TRAF6"")",2730904,"Niarakis, A",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202453"",""Auto-ubiquitination of TRAF6"")",202453,"de Bono, B",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202534"",""Ubiquitination of NEMO by TRAF6"")",202534,"de Bono, B",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-937050"",""Pellino ubiquitinates hp-IRAK1"")",937050,"Shamovsky, V",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975118"",""TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex"")",975118,"Shamovsky, V",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975122"",""Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>"")",975122,"Shamovsky, V",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607732"",""K63polyUb-TAK1 autophosphorylates"")",5607732,"Garapati, P V",Yes,"p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers:TAB1:TAB2/TAB3:K63polyUb-34,158-TAK1 [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"Garapati, P V",Yes,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"Garapati, P V",Yes,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2730904"",""Auto-ubiquitination of TRAF6"")",2730904,"Niarakis, A",No,UBE2N:UBE2V1 [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607758"",""CLEC7A binds 1,3-beta-D-glucan"")",5607758,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607750"",""SRC kinase phosphorylates CLEC7A:1,3-beta-D-glucan"")",5607750,"Garapati, P V",Yes,"CLEC7A:1,3-beta-D-glucan [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607759"",""TRIKA2 binds K63polyUb-TRAF6 oligomer"")",5607759,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"Garapati, P V",Yes,p-T231-CARD9:BCL10:MALT1:K63polyUb-TRAF6 oligomers:TRIKA2 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168184"",""Activated TAK1 mediates phosphorylation of the IKK Complex"")",168184,"Luo, F",Yes,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451561"",""NEMO binds polyubiquitinated IRAK1"")",451561,"Ray, KP",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202500"",""Activation of IKK complex"")",202500,"de Bono, B",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168637"",""CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK"")",1168637,"May, B",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8863895"",""IKKB phosphorylates SNAP23"")",8863895,"Garapati, P V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-937032"",""NEMO subunit of IKK complex binds to activated IRAK1"")",937032,"Shamovsky, V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-937029"",""IKBKG subunit of IKK complex binds polyubiquinated RIP1"")",937029,"Shamovsky, V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9014343"",""IKBKG subunit of IKK complex binds K63pUb- RIP1 within the TLR3 complex"")",9014343,"Shamovsky, V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975119"",""NEMO subunit of IKK complex binds to activated IRAK1 upon stimulation of TLR7/8 or 9."")",975119,"Shamovsky, V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-933530"",""Activation of IKK by MEKK1"")",933530,"Garapati, P V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-933539"",""Recruitment of IKK complex"")",933539,"Garapati, P V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607742"",""K63polyUb-p-3T,1S-TAK1 phosphorylates IKK-beta"")",5607742,"Garapati, P V",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168910"",""RIP1 facilitates IKK complex phosphorylation"")",168910,"Luo, F",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5609665"",""IKBKA, IKBKB and IKBKG form IKK complex"")",5609665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2730876"",""Phosphorylation of IKK-beta by TAK1"")",2730876,"Niarakis, A",No,CHUK:IKBKB:IKBKG [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621347"",""PLCG2 translocates from cytosol to plasma membrane"")",5621347,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607735"",""p-Y753,Y759-PLCG2 hydrolyses PIP2"")",5607735,"Garapati, P V",Yes,"p-Y753,Y759-PLCG2 [plasma membrane]",EntityWithAccessionedSequence,Catalyst,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621347"",""PLCG2 translocates from cytosol to plasma membrane"")",5621347,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621356"",""PLCG1 binds p-6Y-SYK:p-Y65,Y76-FCER1G"")",5621356,"Garapati, P V",Yes,"pathogens:CLEC6A,CLEC4E:p-Y65,Y76-FCER1G dimer:p-6Y-SYK [plasma membrane]",Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621356"",""PLCG1 binds p-6Y-SYK:p-Y65,Y76-FCER1G"")",5621356,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621363"",""SYK phosphorylates PLCG2 in p-6Y-SYK:p-Y65,Y76-FCER1G:PLCG2"")",5621363,"Garapati, P V",Yes,"pathogens:CLEC6A,CLEC4E:p-Y65,Y76-FCER1G dimer:p-6Y-SYK:PLCG2 [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621363"",""SYK phosphorylates PLCG2 in p-6Y-SYK:p-Y65,Y76-FCER1G:PLCG2"")",5621363,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621347"",""PLCG2 translocates from cytosol to plasma membrane"")",5621347,"Garapati, P V",Yes,"pathogens:CLEC6A,CLEC4E:p-Y65,Y76-FCER1G dimer:p-6Y-SYK:p-Y753,Y759-PLCG2 [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621366"",""SYK binds to p-Y65,Y76-FCER1G"")",5621366,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621370"",""SYK autophosphorylates"")",5621370,"Garapati, P V",Yes,"pathogens:CLEC6A,CLEC4E:p-Y65,Y76-FCER1G dimer:SYK [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621370"",""SYK autophosphorylates"")",5621370,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621356"",""PLCG1 binds p-6Y-SYK:p-Y65,Y76-FCER1G"")",5621356,"Garapati, P V",Yes,"pathogens:CLEC6A,CLEC4E:p-Y65,Y76-FCER1G dimer:p-6Y-SYK [plasma membrane]",Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621573"",""CD209 activate GTPase RAS"")",5621573,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624494"",""RAF1 binds p21 RAS:GTP"")",5624494,"Garapati, P V",Yes,p21 RAS:GTP [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621606"",""CD209 binds ManLAM"")",5621606,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5621573"",""CD209 activate GTPase RAS"")",5621573,"Garapati, P V",Yes,CD209:ManLAM [plasma membrane],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624473"",""Protein kinase A (PKA) and RPS6KA5 (MSK1) phosphorylates p65 (RELA) subunit"")",5624473,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660666"",""CBP and p300 binds NF-kB complex"")",5660666,"Garapati, P V",Yes,NFKB1:p-S276-RELA [nucleoplasm],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624492"",""PAK phosphorylates p21 RAF1 on S338"")",5624492,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624486"",""SFKs phosphorylates RAF1 on Y340,Y341"")",5624486,"Garapati, P V",Yes,p21 RAS:GTP:p-S338-RAF1 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624494"",""RAF1 binds p21 RAS:GTP"")",5624494,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624492"",""PAK phosphorylates p21 RAF1 on S338"")",5624492,"Garapati, P V",Yes,p21 RAS:GTP:RAF1 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660662"",""ASC binds Caspase-8 complex"")",5660662,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660663"",""Caspase-8 cleaves IL1B precursor"")",5660663,"Garapati, P V",Yes,MALT1 oligomers:active caspase-8:ASC [cytosol],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660663"",""Caspase-8 cleaves IL1B precursor"")",5660663,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-507719"",""p62:MEKK3 binds to TRAF6"")",507719,"Ray, KP",No,IL1B(117-269) [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660665"",""Caspase-8 binds MALT"")",5660665,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660662"",""ASC binds Caspase-8 complex"")",5660662,"Garapati, P V",Yes,MALT1:active caspase-8 [cytosol],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660666"",""CBP and p300 binds NF-kB complex"")",5660666,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660660"",""p300 acetylates RELA subunit"")",5660660,"Garapati, P V",Yes,NFKB1:p-S276-RELA:p300/CBP [nucleoplasm],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660980"",""p-S276-RELA binds RELB"")",5660980,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660965"",""CCL17 and CCL22 genes are transcribed"")",5660965,"Garapati, P V",Yes,p-S276-RELA:RELB [nucleoplasm],Complex,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5668404"",""TNFA binds TNFR2"")",5668404,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5668467"",""2xTNFR2 binds TNFA trimer:TNFR2"")",5668467,"Garapati, P V",Yes,TNFA trimer:TNFR2 [plasma membrane],Complex,Input,False,AND,1,True
